property_id,title,url,address,country,tag,property_status,primary price,secondary price,agent,agent_address,agent_phone,agent_url,date_added,letting_details,property_type,beds,baths,key_features,description,property_size
prop138677156,"
            4 bedroom terraced house        ",https://www.rightmove.co.uk/properties/138677156#/?channel=RES_LET,"Abdale Road, London, W12",GB,Commercial,"
Development Microsite





","£3,878 pcm",£895 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Winkworth, Shepherds Bush","97 Uxbridge Road,
London,
W12 8NL",020 3869 5404,https://www.rightmove.co.uk/estate-agents/agent/Winkworth/Shepherds-Bush-33101.html,Reduced today,"['Let available date: 04/10/2023', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Terraced,×4,×2,,"This beautiful family home offers a double reception awash with natural light leading into a modern fitted kitchen with sliding doors onto a west facing patio. There are two bedrooms and one bathroom on the first floor and a further two bedrooms on the second floor (one with an ensuite)Abdale Road is located close to Hammersmith Park, White City Place and The Television Centre which has an abundance of restaurants and Electric Cinema, Westfield shopping centre and transport links which include Shepherds Bush market (Hammersmith & City line), Shepherds Bush (Central line), White City (Central line) and Shepherds Bush Overground. The A40 is within easy access if driving tooAs well as paying rent, as agreed (usually monthly in advance), you will also have to pay the following:Before the tenancy starts:Deposit (equivalent to five weeks).Stamp Duty (on tenancies that amount to over £125,000)During the tenancy:Utilities - gas, electricity, water and telephone (unless stated it is not included in the rent)Council TaxTelevision licenceInstallation of cable/satellite (if permitted and applicable)Subscription to cable/satellite supplierInsurance (for your personal and own contents)Garden maintenance (if applicable)At the end of the tenancy:Professional cleaning of the propertyBrochuresWeb DetailsParticulars",
prop86306715,"
            1 bedroom apartment        ",https://www.rightmove.co.uk/properties/86306715#/?channel=RES_LET,"The Vale, Shepherds Bush, London, W3",GB,Commercial,"
Development Microsite





","£1,750 pcm",£404 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Winkworth, Shepherds Bush","97 Uxbridge Road,
London,
W12 8NL",020 3869 5404,https://www.rightmove.co.uk/estate-agents/agent/Winkworth/Shepherds-Bush-33101.html,Reduced today,"['Let available date: Now', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,×1,×1,,"This superb flat is located in a lovely Victorian building and it offers a large living room, modern kitchen, double bedroom and fitted bathroom.NB. This property does not qualify, and there is no entitlement, to an Ealing and Acton resident’s car parking permit, other than for those with disabilities who are blue badge holders.As well as paying rent, as agreed (usually monthly in advance), you will also have to pay the following:Before the tenancy starts:Deposit (equivalent to five weeks).Stamp Duty (on tenancies that amount to over £125,000)During the tenancy:Utilities - gas, electricity, water and telephone (unless stated it is not included in the rent)Council TaxTelevision licenceInstallation of cable/satellite (if permitted and applicable)Subscription to cable/satellite supplierInsurance (for your personal and own contents)Garden maintenance (if applicable)At the end of the tenancy:Professional cleaning of the propertyBrochuresWeb DetailsParticulars",
prop138343088,"
            2 bedroom apartment        ",https://www.rightmove.co.uk/properties/138343088#/?channel=RES_LET,"Bromyard House, Bromyard Avenue, London, W3",GB,Commercial,"
Development Microsite





","£2,000 pcm",£462 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Winkworth, Shepherds Bush","97 Uxbridge Road,
London,
W12 8NL",020 3869 5404,https://www.rightmove.co.uk/estate-agents/agent/Winkworth/Shepherds-Bush-33101.html,Reduced today,"['Let available date: 25/09/2023', 'Deposit: £2,240A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,,×2,,"This modern property comprises two bedrooms, open plan kitchen reception room and bathroom with shower. This gated development benefits from concierge service, cctv and beautifully maintained communal gardens. Part furnished. Available 25th September 2023 NB. This property and properties in this development do not qualify, and have no entitlement, to an Acton & Ealing residents car parking permit, other than for those with disabilities who are blue badge holders however there is one parking space available**Virtual tours are not offered. All properties must be viewed in person**As well as paying rent, as agreed (usually monthly in advance), you will also have to pay the following:Before the tenancy starts:Deposit (equivalent to five weeks).Stamp Duty (on tenancies that amount to over £125,000)During the tenancy:Utilities - gas, electricity, water and telephone (unless stated it is not included in the rent)Council TaxTelevision licenceInstallation of cable/satellite (if permitted and applicable)Subscription to cable/satellite supplierInsurance (for your personal and own contents)Garden maintenance (if applicable)At the end of the tenancy:Professional cleaning of the propertyBrochuresWeb DetailsParticulars",
prop138218627,"
            1 bedroom flat share        ",https://www.rightmove.co.uk/properties/138218627#/?channel=RES_LET,"Meranti Apartments, London, SE8",GB,Commercial,"
Development Microsite





","£1,585 pcm",£366 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Reduced today,"['Let available date: 15/09/2023', 'Deposit: £1,585A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat Share,×1,×2,"['No Agent Fees', 'Room Only (Shared Flat)', 'Students Can Enquire', 'Property Reference Number: 1787093']","Property Reference: 1787093.En-suite in 3 bedroom flat in the stylish Deptford Landings development available to rent on a furnished basis. The transport links and amenities of Surrey Quays, Deptford, and Canada Water are just 10min walk or a short bus ride away, as are the green open spaces of Greenwich and Southwark Parks.Benefiting from a private balcony overlooking green communal gardens, free on-street parking, video entry phone system and lift access, the property boasts three carpeted double bedrooms (two with built in wardrobes), large tiled three piece bathroom suite with heated towel rail and shower over bath, and bright and spacious open plan lounge kitchen with floor to ceiling windows and all integrated mod cons.Summary & Exclusions:- Rent Amount: £1,585.00 per month (£365.77 per week)- Deposit / Bond: £1,585.00- 3 Bedrooms- 2 Bathrooms- Property comes furnished- Available to move in from 15 September, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 2- Students welcome to enquire- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills not included- Property has parking- Property has garden access- EPC Rating: EPC Not Required (Shared Accommodation)  If calling, please quote reference: 1787093  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139667168,"
            3 bedroom detached house        ",https://www.rightmove.co.uk/properties/139667168#/?channel=RES_LET,"Flaxfield Road, Basingstoke, Hampshire, RG21",GB,Commercial,"
Development Microsite





","£1,575 pcm",£363 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Winkworth, Basingstoke","Keel House, 10 Church Street,
Basingstoke,
RG21 7QE",01256 633720,https://www.rightmove.co.uk/estate-agents/agent/Winkworth/Basingstoke-60017.html,Added today,"['Let available date: 15/09/2023', 'Deposit: £1,817A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Detached,×3,×1,"['Detached house', 'Three bedrooms', 'Living room', 'Kitchen', 'Downstairs cloakroom', 'Conservatory', 'Bathroom', 'Garden', 'Garage', 'Parking space']","Available now, an unfurnished three bedroom detached house situated within walking distance to Basingstoke town centre and mainline train station.The accommodation comprises a modern fitted kitchen and bathroom, with a downstairs cloakroom and a rear garden plus conservatory. The entrance hall runs through to the living room at the front and kitchen at the back of the property. There is a storage cupboard by the front door. The cloakroom is accessed from the kitchen as is the conservatory and rear garden.Upstairs there are three bedrooms and a bathroom. There is a garage close by to use either for parking or additional storage and a separate parking space.BrochuresWeb DetailsParticulars",
prop126273215,"
            2 bedroom apartment        ",https://www.rightmove.co.uk/properties/126273215#/?channel=RES_LET,"Queensgate House, 1 Hereford Road, London, E3",GB,Commercial,"
Development Microsite





","£2,500 pcm",£577 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Winkworth, Bow","429 Roman Road,
London,
E3 5LX",020 3871 8807,https://www.rightmove.co.uk/estate-agents/agent/Winkworth/Bow-74966.html,Added today,"['Let available date: 11/10/2023', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,×2,×2,"['Two Bedrooms', 'Two Bathrooms (One Ensuite)', 'Gated Modern Development', 'Upper Floor With Lift', 'Furnished', 'Allocated Parking Space', 'Available: 5th October', 'Pet Friendly']","Winkworth is pleased to offer this fantastic two bedroom apartment set within this secure gated development, recently refurbished. The property is in excellent condition throughout and comprises of two double bedrooms (One with an ensuite), a spacious open-plan reception with integrated kitchen and a fully tiled modern bathroom. The property further benefits from having ample storage, as well as being situated near Bow Road and Mile End Station with access to local amenities of Roman Road and the green spaces of Victoria Park. Viewings highly recommended. Furnished. Available 5th October.BrochuresWeb Details",
prop139666541,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139666541#/?channel=RES_LET,"City View Point, London, E14",GB,Commercial,"
Development Microsite





","£1,699 pcm",£392 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Fraser & Co, Shoreditch","47 Great Eastern Street,
London,
EC2A 3HP",020 3909 8922,https://www.rightmove.co.uk/estate-agents/agent/Fraser-and-Co/Shoreditch-163088.html,Added today,"['Let available date: 09/09/2023', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×1,×1,"['AVAILABLE 22ND AUGUST', 'One Double Bedroom', 'Concierge Service', 'Private Balcony', 'First Floor', 'Furnished', '596 Sq Ft']","Well-presented, MODERN one DOUBLE BEDROOM apartment located on the first floor of the popular Leven Wharf Development in E14. Benefiting from a high specification throughout and complete with wooden flooring, this spacious apartment has a FULLY FITTED OPEN PLAN kitchen/living area, PRIVATE BALCONY and well-proportioned double bedroom.Settled on a 0.5 hectare* waterfront site is the development of Leven Wharf. Leven Wharf is a 5 minute DLR journey to Canary Wharf - which is on the biggest business districts in Europe - playing host to a number of major banks, professional service firms and media organisations. Canary Wharf is not just for business - but for play also. Canary Wharf has become a destination in its own right not only for shopping but for gastronomic and cultural pursuits also. Leven Wharf is close to DLR and Underground Services at Canning Town, Langdon Park, All Saints and East India Quay Stations. Each gives you easy access to Canary Wharf, London City Airport, Stratford International for Eurostar service and Bank for the City. Langdon Park DLR station is the closest of all these stations - being a mere 7 minute* walk away.",
prop139666484,"
            3 bedroom semi-detached house        ",https://www.rightmove.co.uk/properties/139666484#/?channel=RES_LET,"Jesmond Road, Hove, BN3",GB,Commercial,"
Development Microsite





","£2,300 pcm",£531 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added today,"['Let available date: 13/10/2023', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Semi-Detached,×3,×1,"['No Agent Fees', 'Property Reference Number: 1823520']","Property Reference: 1823520.3 Bed Semi-Detached House, Jesmond Road, BN3We are proud to offer this delightful 3 bedroom, 1 bathroom semi-detached house in a great location. Photos to follow shortly.Available to move in from 13 October 2023, this property benefits from available parking, and garden access. Property is offered unfurnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent £2,300.00 per month (£530.77 per week)Deposit / Bond is £0.00Minimum tenancy is 24 monthsMaximum number of tenants is 5No StudentsNo Pets, sorryNo SmokersFamily FriendlyBills not includedEPC Rating: Currently Being ObtainedPhotos to follow shortly  If calling, please quote reference: 1823520  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139666400,"
            3 bedroom apartment        ",https://www.rightmove.co.uk/properties/139666400#/?channel=RES_LET,"Strand, London, WC2R",GB,Commercial,"
Development Microsite





","£11,917 pcm","£2,750 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.","CBRE Residential, West End","5th Floor
22 Long Acre
London
WC2E 9LY",020 3835 6483,https://www.rightmove.co.uk/estate-agents/agent/CBRE-Residential/West-End-80905.html,Added today,"['Let available date: Ask agent', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,×3,×2,"['Brand New', 'Concierge', 'Lift Access', 'Gym, Sauna, Steam Room', 'Golf Simulation Room']","CBRE Residential is delighted to bring to the market this exquisite three bedroom apartment to rent in 190 Strand. The development benefits from a concierge service, gym, sauna, swimming pool and a virtual golf room.The apartment, located on the third floor comprises a large open plan living room complete with bespoke modern kitchen and access to a balcony, a large master bedroom with walk in wardrobe and access to a fully tiled modern en-suite bathroom, a second double bedroom boasting fitted wardrobes, a third double bedroom, a second fully tiled family bathroom. The apartment is finished to the highest of specifications and is in a development that is highly sought after.Gladstone House is perfectly located on the Strand and benefits from the many shops, bars and restaurants the area has to offer. It is a short walk to the Covent garden Piazza and also the river Thames. There are a number of great transport links close by including; Temple (circle & District Line / 0.1 miles) and Embankment (Bakerloo, District, Northern & Circle Lines / 0.3 miles). There are also a number of bus routes within close proximity.The apartment is approximately 1520 Sq. Ft. (142 sq. m) and has an EPC rating B. There is a requirement of a 5 week (rent equivalent under £50,000 per annum) deposit for new and renewed tenancies (or 6 weeks if the annual rent is £50,000 or more).For more information about our fees please visit our web-sites Tenant Fees page located under the Rent tab. CBRE Limited on its behalf and for the Vendors or Lessors of this property whose Agents they are, give notice that:1. These particulars are set out as a general outline only for guidance to intending Purchasers or Lessees, and do not constitute any part of an offer or contract.  2.Whilst CBRE Limited uses reasonable endeavours to ensure that the information in these particulars is materially correct, some of the information is derived from third parties and has not been verified by us. Any intending Purchasers, Lessees or Third Parties should not rely on this information as a statement or representation of fact, but must satisfy themselves by their own inspection, searches, enquiries, surveys or otherwise as to the accuracy and completeness.3. To the maximum extent permitted by law CBRE Limited accepts no liability or responsibility for any loss or damage including without limitation, indirect or consequential loss or damage, or any loss of profits resulting from direct or indirect actions based upon the content of these particulars. No person in the employment of CBRE Limited has any authority to make any representation or warranty whatsoever in relation to this property.4. Unless otherwise stated, all purchase prices and rents are correct at the date of publication and, unless otherwise stated,  are quoted exclusive of VAT.  Lease details and service ground rent (where applicable) are given as a guide only and should be checked and confirmed by your solicitor prior to exchange of contracts.",
prop139666394,"
            3 bedroom apartment        ",https://www.rightmove.co.uk/properties/139666394#/?channel=RES_LET,"Richmond Buildings, Soho, W1D",GB,Commercial,"
Development Microsite





","£6,283 pcm","£1,450 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.","CBRE Residential, West End","5th Floor
22 Long Acre
London
WC2E 9LY",020 3835 6483,https://www.rightmove.co.uk/estate-agents/agent/CBRE-Residential/West-End-80905.html,Added today,"['Let available date: Ask agent', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,×3,×2,"['New Built', 'Concierge', 'Furnished', 'Air conditioning', 'Underfloor heating']","Video viewing available upon request. CBRE Residential are proud to market this three double bedroom flat to rent in Soho, located in a recently constructed development in the heart of central London. The building was designed by Robin Partington & Partners with interiors from Martin Brudnizki Design Studio and features Concierge, gym facilities, laundry, cleaning and room services all available from the iconic Soho Hotel.This apartment comprises of three large bedrooms, all complete with fitted wardrobes, a large open plan living room complete with a fully equipped bespoke modern kitchen and two fully tiled modern bathrooms. The apartments feature adjustable cooling in living and bedroom spaces and Underfloor heating throughout.Richmond Buildings is situated in the heart of Soho and benefits from all the shops, bars and restaurants the area has to offer. Because of its location it is also within a short walk to a number of transport links including: Leicester Square (0.4 miles) and Tottenham Court Road (0.4 miles). It is also a two-minute walk to the new Crossrail meaning the financial district is accessible like never before.This apartment is available to rent on a furnished basis.For more information about our fees please visit our web-site’s ‘Tenant Fees’ page located under the Rent tab. CBRE Limited on its behalf and for the Vendors or Lessors of this property whose Agents they are, give notice that:1. These particulars are set out as a general outline only for guidance to intending Purchasers or Lessees, and do not constitute any part of an offer or contract.  2.Whilst CBRE Limited uses reasonable endeavours to ensure that the information in these particulars is materially correct, some of the information is derived from third parties and has not been verified by us. Any intending Purchasers, Lessees or Third Parties should not rely on this information as a statement or representation of fact, but must satisfy themselves by their own inspection, searches, enquiries, surveys or otherwise as to the accuracy and completeness.3. To the maximum extent permitted by law CBRE Limited accepts no liability or responsibility for any loss or damage including without limitation, indirect or consequential loss or damage, or any loss of profits resulting from direct or indirect actions based upon the content of these particulars. No person in the employment of CBRE Limited has any authority to make any representation or warranty whatsoever in relation to this property.4. Unless otherwise stated, all purchase prices and rents are correct at the date of publication and, unless otherwise stated,  are quoted exclusive of VAT.  Lease details and service ground rent (where applicable) are given as a guide only and should be checked and confirmed by your solicitor prior to exchange of contracts.",
