property_id,title,url,address,tag,property_status,country,price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,property_size,tenure,key_features,description
prop139461152,"
            5 bedroom semi-detached house for sale        ",https://www.rightmove.co.uk/properties/139461152#/?channel=RES_BUY,"Ormond Avenue, Hampton, TW12",Commercial,"
Development Microsite





",GB,"£2,000,000","Devenports, Hampton","11 Wensleydale Road,
Hampton,
TW12 2LP",01932 509907,https://www.rightmove.co.uk//estate-agents/agent/Devenports/Hampton-242942.html,Added on 04/09/2023,Semi-Detached,×5,×3,,Freehold,"['Five Bedrooms', 'Three Bathrooms', 'Circa 3000 Square Feet', 'Double Garage & Off Road Parking', '130Ft + South Facing Garden', 'Hamptons Most Sought After Address']","""Occupying the most sought-after position on Hamptons renowned Ormond Avenue is without question a mouthwatering prospect. Combine such impressive attributes with the almost 3000 square feet of internal space, a double garage and 130+ ft of pristine and well tended south facing garden and you have a property few buyers will be able to resist within this price bracket . . ."" Aaron (Devenports - Co-Owner) A fine representation of the best that 'The Ormonds' has to offer, this five double bedroom, three bathroom house possesses all the space that many families crave, but so rarely find. It's perhaps no coincidence that this home, along with many of its neighbours, have not reached the market in over 40 years. An unusual quirk of this property is that despite being a semi, due to the clever nature of the properties design, there is a large amount of 'detached' space which many buyers will fully appreciate. Buyers are also able to take advantage of three principal reception spaces, showpiece kitchen / breakfast room and excellent utility room / pantry area. Still looking for more? The property continues to impress with the additions of off road parking, double garage, a host of original features, side access and potential to extend (subject to the usual consents). Ormond Avenue has long been Hamptons most desirable address and is mainly known for it's array of imposing period residences. The location offers superb location for the best public & state schools the area has to offer along with convenient access to both the village shops & train station of which both are located less than 0.3 miles from the property."
prop137056406,"
            2 bedroom flat for sale        ",https://www.rightmove.co.uk/properties/137056406#/?channel=RES_BUY,"Harrington Road, South Kensington",Commercial,"
Development Microsite





",GB,"£2,000,000","Dexters, South Kensington & Knightsbridge","144-146 Old Brompton Road,
London,
SW7 4NR",020 7838 0108,https://www.rightmove.co.uk//estate-agents/agent/Dexters/South-Kensington-and-Knightsbridge-50701.html,Reduced on 05/09/2023,Flat,×2,×2,,Leasehold,"['Two Double Bedrooms', 'Long Lease', 'High Quality Renovation', 'Lift', 'Balcony', 'Wood Flooring Throughout']","An exceptional lateral two bedroom, two bathroom apartment for sale on Harrington Road. Located on the fifth floor with a lift, this property is finished to a meticulous standard, after recently being completely refurbished throughout with a modern well equipped open plan kitchen. The master bedroom further benefits from en suite, walk in wardrobe and private balcony.South Kensington underground station is moments away, as are the wealth of shops, bars and restaurants of both Gloucester Road and South Kensington.BrochuresBrochure 1"
prop138247010,"
            4 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/138247010#/?channel=RES_BUY,"Court Road, Eltham",Commercial,"
Development Microsite





",GB,"£2,000,000","Dexters, Lee","430/432 Lee High Road,
London,
SE12 8RW",020 8815 2210,https://www.rightmove.co.uk//estate-agents/agent/Dexters/Lee-118048.html,Reduced on 31/08/2023,Detached,×4,×3,,Freehold,"['Detached Family Home', 'Immaculate Throughout', 'Finished To A High Standard', 'Sought After Location', 'Chain Free', 'Four Bedrooms']","Enviably located on a prestigious road in South East London is this imposing detached family home offering over 1,500 sq ft of accommodation. The property has been recently renovated to a high standard, creating a beautiful four bedroom, two bathroom two story family home.Court Road is equidistant to Mottingham and Eltham Train stations offering frequent services into Victoria, Charing Cross and Cannon Street. There are several very reputable schools of note, Colfes and Eltham College to name a few. It is sited between the ancient Blackheath Golf Course to the South, and Eltham Palace. All the facilities of Eltham town are within a short walk, and picturesque Blackheath and Chislehurst villages are within close proximity.BrochuresBrochure 1"
prop139539869,"
            6 bedroom semi-detached house for sale        ",https://www.rightmove.co.uk/properties/139539869#/?channel=RES_BUY,"Elm Grove, London, N8",Commercial,"
Development Microsite





",GB,"£2,000,000","Martyn Gerrard, Crouch End","45 The Broadway,
London,
N8 8DT",020 3872 8401,https://www.rightmove.co.uk//estate-agents/agent/Martyn-Gerrard/Crouch-End-13099.html,Added on 05/09/2023,Semi-Detached,×6,×3,,Freehold,"['6 Bedrooms', '4 Receptions', '3 Bathrooms', 'Electric car charge point', 'Prime Crouch End location', 'Chain Free', 'Double fronted', 'Garden', 'Utility room', 'Cellar']","A rare opportunity to acquire this double fronted period home situated on one of Crouch Ends premier residential roads. The house offers over 3,000 square feet across three floors with generously proportioned room sizes throughout. Additional benefits include off-street parking with a charge point for electric vehicles. The property is being sold chain free.  The Owners Love“A much-loved family home for 40 marvellous years”“The house has given us much joy and such happy memories”“It's probably the luckiest house in Crouch End”We've NoticedPotential to modernise and create a truly fabulous family home.Available on a chain free basis.BrochuresParticulars"
prop139205384,"
            5 bedroom semi-detached house for sale        ",https://www.rightmove.co.uk/properties/139205384#/?channel=RES_BUY,"Park Drive, London, NW11",Commercial,"
Development Microsite





",GB,"£2,000,000","Winkworth, Golders Green","891 Finchley Road,
Golders Green,
London,
NW11 8RR",020 3879 5384,https://www.rightmove.co.uk//estate-agents/agent/Winkworth/Golders-Green-46220.html,Added on 29/08/2023,Semi-Detached,×5,×3,,Freehold,"['5 Bedrooms', '3 Bathrooms', 'Raised Deck off Living Room', 'Balcony to Master Bedroom', 'Secluded West Facing Garden', 'Further Potential', 'Adjacent Golders Hill Park', 'Chain Free', 'EPC Rating: D', 'Council Tax Band: E']","A charming early 20th century Edwardian semi-detached family home, located adjacent to Golders Hill Park. The property is bright and spacious, offering excellent accommodation on 3 floors with the possibility of adding additional space to the top floor and a basement area to the garden level. Accommodation at present comprises on the ground floor 2 large reception rooms, a spacious entrance hallway and a very sizeable kitchen/diner. On the first floor there are 4 bedrooms 2 of which are currently arranged to form a master suite comprising 2 rooms and a bathroom, plus there are a further 2 bedrooms and a family bathroom. The master bedroom has a balcony to the rear overlooking the garden. The top floor has a further bedroom and en-suite shower room. Externally the house is set back from the road to the front, screened by hedging around a small garden. To the rear is a westerly facing mature lawned garden with wide borders and mature shrubs. A real bonus of the house is the raised deck on the ground floor and the balcony to the 1st floor off the main bedroom. Subject to planning, is it likely that either a full or partial basement could be added with access directly to the garden level. Park Drive is set within a quiet enclave comprising 3 roads (The Park, Park Drive and Park Avenue) adjoining Golders Hill Park. It is located close to the famous Bull and Bush, Public house and just a short distance from Whitestone Pond and Hampstead. Golders Green tube and The Heath Extension area within half a mile thus providing easy access to these facilities. The house is offered in fair condition with some updating possibly required. This is a wonderful house that has the potential to create a fabulous family home. It is available with no upper chain and viewing is highly recommended. BrochuresWeb DetailsParticulars"
prop139197476,"
            6 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139197476#/?channel=RES_BUY,"Chalfont Road, Seer Green, HP9",Commercial,"
Development Microsite





",GB,"£2,000,000","Bovingdons, Beaconsfield","7/8 The Arcade,
Maxwell Road,
Beaconsfield,
HP9 1QT",01494 341026,https://www.rightmove.co.uk//estate-agents/agent/Bovingdons/Beaconsfield-188105.html,Added on 29/08/2023,Detached,×6,×5,,Freehold,,"A beautifully proportioned detached former farmhouse enjoying a private setting, retaining many original features, offering flexible living space throughout with the added benefit of a self-contained annexe.
Ponds Farm dates back to the late 1800s and originally formed part of Ponds Farm estate as the dairy and stables. It has since been sympathetically converted to create a beautifully proportioned family home, retaining many original features.The front door opens to a large entrance hall which gives access to the main reception areas of Ponds Farm. The open plan kitchen, dining and family room offers the perfect everyday living space for modern day living with high ceiling, character features and feature rotating log burning stove. The kitchen is fitted with a large range of units, Aga, integrated appliances and work surface area. The drawing room is a well-proportioned bright and airy room with French doors opening to the rear garden and an attractive inglenook fireplace. There are three further reception rooms currently being utilised as a sitting room, study and games room.  The self-contained annexe has the benefit of private access from the front courtyard and provides a flexible space that could be used for guests, separate home office or further living area. There is a large double bedroom with en suite shower room, kitchenette and living room. The first floor has four/five bedrooms and four bathrooms. The main bedroom suite comprises a large double bedroom with walk in wardrobe and en suite shower room. Bedroom two is a large double bedroom with built in wardrobes and en suite with bath and shower. Bedrooms three and four share the use of two family bathrooms, one with shower and one with a bath. The fifth bedroom could be used as a nursery/reading room and benefits from a fantastic amount of natural light with large windows overlooking the garden. Gardens and GroundsWrought iron electronically operated gates open to a private and well screened driveway which opens out to a large courtyard providing off street parking for several vehicles. There is also a large detached store room. The gardens of Ponds Farm enjoy a high level of privacy and can be accessed from the main living rooms of the home. There are large areas of lawn, mature hedges and flower borders. A patio terrace provides a great area for entertaining and can be accessed from the family room/drawing room.Location Seer Green is a sought after village on the outskirts of Beaconsfield which offers numerous shops for day to day needs, two well regarded public houses and a station which is within walking distance serving London Marylebone (fast train approximately 22 minutes).Nearby Beaconsfield being approximately 2 miles away offers an excellent range of shopping facilities including Waitrose, Sainsburys and M&S Food. Within Beaconsfield Old Town and New Town there is a wide variety of good quality restaurants, public houses and cafes. Buckinghamshire is renowned for its excellent choice of state and independent schools, including leading grammar schools, such as Beaconsfield High for Girls, Dr Challoner’s Boys Grammar School, Dr Challoner’s High School for Girls and The Royal Grammar School, as well as top private schools including Wycombe Abbey, The Royal Masonic, Berkhamsted School, Harrow, Merchant Taylors and Eton.The M40 Junction 2 is a short drive away giving access to London, Oxford, Birmingham, Heathrow and the M25.Beaconsfield golf course is also close by as well as wonderful walks and riding amongst the Chiltern foothills and bridle paths.ADDITIONAL INFORMATIONCouncil Tax Band: GLocal Authority: Buckinghamshire CouncilEPC Rating: D / Annexe: CBrochuresParticulars"
prop139656473,"
            2 bedroom apartment for sale        ",https://www.rightmove.co.uk/properties/139656473#/?channel=RES_BUY,"Albert Embankment, London, SE1",Commercial,"
Development Microsite





",GB,"£2,000,000","One London, London","8 South Molton Street,
London,
W1K 5QF",020 3835 3826,https://www.rightmove.co.uk//estate-agents/agent/One-London/London-256565.html,Added yesterday,Apartment,×2,×2,"1,486 sq. ft.",Freehold,"['2 large bedrooms (both en-suite)', '2 bathrooms', 'Separate cloakroom/WC', 'Large separate living room', '1,486 sq ft internal', '265 sq ft balcony & winter garden', 'Direct river views', 'Underground parking', 'Sought after location', '24 hour concierge']","Spacious 2 bedroom 2 bathroom apartment of 1,486 sq.ft with stunning, direct river views.

A prestigious riverside development created by Rogers Stirk Harbour and Partners.

This spacious property has been finished to the highest standard and offers a large reception room with floor to ceiling windows allowing natural light to flood in from the balcony. A sperate winter garden facing the opposite direction allowing you to choose from 2 separate external spaces to relax in and enjoy the river views.

Merano Residences will also provide residents with a dedicated 24-hour concierge service, a shared external roof terrace on level 14 and bike storage in the basement. Underground parking is also availableBrochuresBrochure"
prop139269611,"
            3 bedroom end of terrace house for sale        ",https://www.rightmove.co.uk/properties/139269611#/?channel=RES_BUY,"Cromwell Grove, Brook Green, London, W6",Commercial,"
Development Microsite





",GB,"£2,000,000","Winkworth, Hammersmith","129 Shepherds Bush Road,
London,
W6 7LP",020 3869 5572,https://www.rightmove.co.uk//estate-agents/agent/Winkworth/Hammersmith-33140.html,Added on 30/08/2023,End of Terrace,×3,×1,,Freehold,"['2 Reception Rooms', '2 Kitchens', '5 Bedrooms', '2 Bathrooms', '2 Cloakrooms', 'Loft', 'Garage', 'Patio', 'Garden', '3341 Sq Ft / 310 Sq M']","With scope to convert back to a family house, subject to the usual consents, the property is currently arranged as two individual apartments the lower of which requires modernisation.  Accommodation currently comprises a one bedroom flat arranged over the ground and lower ground floors; the first and second floors being a three bedroom upper maisonette, with extensive loft storage.  The house further benefits from the rare advantage of a garage.Location:Cromwell Grove forms part of the Melrose Conservation Area and is ideally located for the numerous amenities on offer in Brook Green and Brackenbury Village.  A further more extensive range are on offer at both Westfield London and in Hammersmith, with the closest Underground stations located at Hammersmith, Shepherd's Bush and Goldhawk Road.  London Overground services are also available at Shepherd's Bush.BrochuresWeb DetailsParticulars"
prop139624535,"
            5 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139624535#/?channel=RES_BUY,"Drews Park, Knotty Green, Beaconsfield, HP9",Commercial,"
Development Microsite





",GB,"£2,000,000","The Frost Partnership, Beaconsfield","1-2 
Burkes Parade
Beaconsfield
HP9 1NN ",01494 419345,https://www.rightmove.co.uk//estate-agents/agent/The-Frost-Partnership/Beaconsfield-9007.html,Added yesterday,Detached,×5,×2,,Freehold,"['Modern 5 bed detached family house', 'In need of updating', 'Scope to extend/redevelop STP', 'Beautiful gardens, c 2/3 acre', 'Overlooking countryside', 'Prime residential road on outskirts of Beaconsfield']","FIRST TIME ON THE MARKET SINCE CONSTRUCTED, AN ATTRACTIVE DETACHED FAMILY HOUSE ADJOINING COUNTRYSIDE ON THE OUTSKIRTS OF BEACONSFIELD
Set in truly delightful gardens and grounds of about 2/3 acre and overlooking countryside, a modern detached family house built in the 1960s towards the end of a quiet no through road on the outskirts of Beaconsfield.BrochuresParticulars"
prop139555889,"
            6 bedroom village house for sale        ",https://www.rightmove.co.uk/properties/139555889#/?channel=RES_BUY,"The Green, Elstead, Godalming, Surrey, GU8",Commercial,"
Development Microsite





",GB,"£2,000,000","Knight Frank, Guildford","2-3 
Eastgate Court
High Street
Guildford
GU1 3DE",01483 967047,https://www.rightmove.co.uk//estate-agents/agent/Knight-Frank/Guildford-41075.html,Added on 06/09/2023,Village House,×6,×3,,Freehold,"['6 bedrooms', '4 reception rooms', '3 bathrooms', '0.41 acres', 'Period', 'Detached', 'Garden', 'Parking', 'Village']","River House is a substantial village house, located in the heart of Elstead. The house dates back to Georgian or earlier origins, built of brick and bargate stone and extended notably during the Victorian era with tile hung elevations under a clay tiled roof.Leading off the generous sized entrance hall, with it's oak floor, are the principal reception rooms each with fireplaces, casement window shutters and French doors off the drawing room into the garden. The kitchen/breakfast room is the heart of the house with bespoke Shaker styled kitchen units from Aspect kitchens and gas Aga.The main staircase leads up to a substantial landing on the first floor with six bedrooms and a total of three bath/shower rooms, as well as a separate staircase.River House is a wonderful example of a family orientated village house, set in private mature gardens. There are two garden sheds and a sun house.River House is approached through an impressive pillared entrance into a gravel driveway with ample parking behind a bargate stone wall. A gate leads through a beech hedge to the main garden with manicured lawn, flanked by shrub and herbaceous borders. The garden is walled making it child and dog friendly and is stocked with mature specimen trees, limes and yew hedging providing a wonderful degree of privacy.Tenure: FreeholdServices: We are advised by our clients that the property has mains water, electricity and drainage. Gas fired central heating. Super fast broadband.Local Authority & Council Tax Band: Waverley Borough Council  . Band H.Energy Performance Certificate Rating: Band DRight of way: On the northern side of the house (to the rear) is a gravelled courtyard area owned by River House. This provides pedestrian access for the neighbouring cottage and vehicular access for two other neighbours.River House is situated in the heart of the popular village of Elstead overlooking the village green with its village shop, doctors and dentists, two coffee shops and three public houses all within walking distance.The village boasts active football, cricket and tennis clubs with numerous other clubs and societies for all ages and many interests. Nearby golf clubs include Hankley Common and West Surrey. Surrounded by Thursley Nature Reserve, Elstead and Puttenham Commons the riding, walking and cycling opportunities are extensive. Yet, communication and access are outstanding to the A3 (direct to M25/London) or Hog's Back and the towns of Godalming, Guildford and Farnham with rail links direct to London.Local independent schools include Aldro (Shackleford), St Hilary's, Charterhouse, Priors Field (Godalming), King Edwards (Witley), St Catherine's (Bramley), Cranleigh, St Edmunds (Hindhead) along with easy access to Godalming Sixth Form College, many of which are served by school buses from near the village green.Godalming 5.3 miles (London Waterloo from 43 mins), Farnham 4.5 miles (London Waterloo from 51 mins), Haslemere 10.3 miles (London Waterloo from 57 mins), Guildford 9.3 miles (London Waterloo from 36 mins), Milford 3.9 miles (London Waterloo from 47 mins).A3 Milford 2.4 miles, M25 (Wisley Junction 10) 18.7 milesLondon Heathrow 29 miles, London Gatwick 39 miles(Distances and times approximate)BrochuresMore DetailsRiver House Brochure"
prop139453256,"
            7 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139453256#/?channel=RES_BUY,Pyrford,Commercial,"
Development Microsite





",GB,"£2,000,000","Foundations Independent Est Ltd, Woking","69-71, 
Commercial Way,
Woking,
GU21 6HN",01483 967656,https://www.rightmove.co.uk//estate-agents/agent/Foundations-Independent-Est-Ltd/Woking-39671.html,Added on 04/09/2023,Detached,×7,×4,,Freehold,"['Seven Bedroom Detached Family Residence', 'Luxury Open Plan Kitchen/Dining/Family Room', 'Three Reception Rooms & Orangery', 'Four Well Appointed Bathrooms', 'Feature High Ceilings', 'Double Garage with Automated Doors', 'Secluded Landscaped Gardens', 'Private Road Location', 'Walking Distance of West Byfleet Station']","Introducing an exquisite gem to the market, we proudly present this remarkable seven bedroom, four bathroom detached family haven, nestled within the highly coveted confines of a private road. Meticulously constructed to exacting standards, this residence boasts concrete floors and captivating high ceilings that bestow an aura of grandeur upon every room. As you step into the inviting reception hall, your senses are greeted by the touch of Travertine tiled floors underfoot. Emanating elegance, the drawing and dining rooms stand as testaments to refined living, while a dedicated study offers a retreat for contemplation.Modern lifestyles find their ideal counterpart in the contemporary open-plan kitchen, dining, and family area, where bi-folding doors effortlessly spill out onto the manicured rear garden, creating an indoor-outdoor harmony perfect for gatherings and relaxation. The culinary realm is adorned with opulent finishes, featuring a luxurious kitchen replete with a central island and state-of-the-art Miele integrated appliances. Ascend the stairway to an expansive first-floor landing, revealing three en-suite bedrooms that epitomise comfort and style. A secluded, artfully landscaped rear garden provides an oasis of tranquillity, cocooned from the world outside. Ensuring utmost convenience, a driveway leads to a commodious double garage, complete with automated doors, rounding out the embodiment of a luxurious and harmonious lifestyle.Nestled between the picturesque West Byfleet Golf Course and the serene river Wey, Hacketts Lane offers an idyllic setting. Pyrford is a charming village steeped in antiquity and rich historical tapestry. Standing since the 12th Century, St Nicholas Church is a venerable testament to the past.  A hidden gem within the region, Pyrford's unassuming charm might elude passing eyes, but its residents revel in its rustic tranquillity. Hosting a handful of shops, including an esteemed butcher and Co-op, the village offers a serene rural escape within easy reach of the vibrant energies of Guildford, Woking, and London, seamlessly balancing work and leisure.  Framed by an array of educational institutions spanning the private and state sectors such as Ripley Court, St George's Weybridge, Hoe Bridge, Cranleigh, Charterhouse, St Catherine's, and the American School at Cobham, ensuring a rich educational landscape.  Just 8 miles southward, the county town of Guildford beckons with its array of shops, cafes and theatres. The encompassing area offers a sanctuary for nature enthusiasts, with the Royal Horticultural Society (RHS) at Wisley mere moments away.  Commuter convenience is paramount, as both West Byfleet and Woking towns boast mainline stations, with West Byfleet Station just a short walk away. The A3 and M25 (Junction 10) lie approximately three miles away, granting rapid access to London, the southern enclaves, and Heathrow and Gatwick airports. Sporting pursuits flourish with golf courses spanning Pyrford Golf Club, Wisley, and beyond.  A blend of history, serenity, and modern conveniences await.Residents Association Fund £120 PACouncil Tax Band HEPC Rating CBrochuresBROCHURE."
prop139652330,"
            5 bedroom end of terrace house for sale        ",https://www.rightmove.co.uk/properties/139652330#/?channel=RES_BUY,"Larkhall Rise, London, SW4",Commercial,"
Development Microsite





",GB,"£2,000,000","Hamptons, Clapham","27-31 The Pavement,
London,
SW4 0JE",020 3897 0623,https://www.rightmove.co.uk//estate-agents/agent/Hamptons/Clapham-37877.html,Added yesterday,End of Terrace,×5,×3,"2,613 sq. ft.",Freehold,"['5 Bedrooms', 'Cellar', 'WC', 'Sitting Room', 'Media/Family Room', 'Kitchen/Dining Room', 'En Suite Bathroom', '2 Family Bathrooms', 'Garage Providing Off-Street Parking', 'North-West Facing Landscaped Garden']","The beautifully presented and cleverly extended accommodation retains many original features including tall ceilings, sash windows, ornate ceiling plaster work, stained glass windows and original fireplaces. This wider than average property comprises: entrance hall with original encaustic floor tiles, access to the cellar, WC and sitting room to the front with original fireplace and bay window to the front. To the rear, there is a sizeable kitchen/dining room opening to a media/family room and with French doors out to the rear, landscaped garden. Over the first and second floors there are five generous bedrooms (4 of which enjoying air conditioning), a principal bedroom with built in wardrobes and en suite bathroom. Additionally, there are two beautifully appointed family bathrooms. Outside, there is a wonderful 34'6 front garden and a beautifully landscaped rear garden catching both the afternoon and evening sun and boasting vehicular and pedestrian access from Netherford Road.SituationClapham Old Town benefits from an array of amenities, including a cinema, gyms, beauty salons, bars, restaurants, boutiques, supermarkets and cafes. Local transport links include Clapham North and Clapham Common Underground Stations (Northern Line) and Wandsworth Road Station (Overland) 6 stops from Canada Water. The area further benefits from an excellent selection of local state and private schools.BrochuresBrochure"
prop136994912,"
            4 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/136994912#/?channel=RES_BUY,"Horseshoe Hill, Upshire, Essex, EN9",Commercial,"
Development Microsite





",GB,"£2,000,000","Savills, Loughton","1a Smarts Lane,
Loughton,
IG10 4BU",020 3869 5310,https://www.rightmove.co.uk//estate-agents/agent/Savills/Loughton-37965.html,Reduced yesterday,Detached,×4,×2,"3,076-4,114 sq. ft.",Freehold,"['Stunning period property', 'Conservation area', 'About 1.8 acres of grounds', 'Beautiful setting', 'Planning permission on the main house held in perpetuity', 'Planning permission to convert the Gardeners Cottage', 'No chain', 'EPC Rating = E']","A captivating Victorian period property boasting spacious accommodation, generous outbuildings and spectacular mature grounds.
DescriptionWarlies Gardens stands adjacent to the mansion and parkland estate at Warlies Park House, a grade II listed building dating back to the late 18th Century. The property was used as the head gardener's cottage and laundry for the Warlies Estate.Warlies Gardens was acquired by a private owner in 1932 and from that date onwards, the house was used as a single dwelling.The Warlies Estate has a fascinating past; in 1851, the estate was sold to Sir Edward North Buxton, 2nd Baronet, whereupon the estate entered what was perhaps its most illustrious historic period under the ownership of the Buxton family. Sir Edward’s father was philanthropist Sir Thomas Fowell Buxton, 1st Baronet, whose important work in the abolition of slavery in the British dominions is commemorated on the Bank of England's £5 note. The Estate remained with the Buxton Family until 1928 when it was then sold to Dr. Barnardo in 1928 who opened a home for 53 girls aged between 15 - 30 who were certified ‘mentally defective’ and therefore unable to take up normal work. Despite the care of the mentally deficient being little understood in those days, the physical care of the children in Banardo’s home was considered ahead of its time and reports indicate that the children were educated in health and hygiene “above their class”.The ground floor accommodation comprises; a very spacious entrance reception with stairs to the first floor, a good sized office and WC, a bright and superb drawing room with high ceilings, feature fireplace and large windows, a beautiful dining room with bay window and that leads into a pretty orangery, a downstairs shower room and WC, a well appointed kitchen breakfast room and a lovely rear reception room with bay window and pretty views of the garden.The First Floor accommodation comprises; four generous bedrooms, a family bathroom and WC. OutsideThe property is accessed via a private road to Warlies Park House. There are two separate entrances to the drive allowing for an ‘in out’ arrangement if desired. There is a gardeners bothy which has an active planning permission to provide a one bedroom annex and two further outbuildings which offer a fantastic opportunity to convert into a flexible space depending on a buyers specific requirements. To the rear is a magnificent garden of about 300’ in length with many mature trees, an expansive area laid to lawn, an orchard and pretty pond. The views of the countryside beyond the boundary are spectacular and include a beautiful temple on the brow of one of the hills.  To the southern elevation on the right hand side of the house is an additional and stunning walled area and would have been part of the walled gardens to the Mansion. For the garden enthusiast one could imagine this section becoming a more formal part of the garden allowing for a ‘show garden’ or perhaps a maze for the younger occupants/visitors. The total plot is about 1.83 acres and is divided up into lots of different areas of interest.LocationUpshire is a delightful village located near to Epping and Waltham Abbey. Epping, an old market town has an excellent choice of local independent and boutique shops together with a Tesco and Marks and Spencer and is about 4.3 miles away. The Central Line rail service runs from Epping to London Liverpool Street  making it ideal for the city commuter.  There are a great selection of schools in the surrounding areas both at state and private entry. For the commuter there is good access to the M11 and M25.The ancient woodland of Epping Forest is on almost on your doorstop offering a vast array for outdoor activities including it's network of over 100 miles of bridleways.The Horsehoes pub is 0.7 of a mile away and is a popular country pub serving gastro good and popular for it's Sunday roasts.Square Footage: 3,076 sq ft

Acreage: 1.83 Acres 
Additional InfoPlanning permission held in perpetuity to add a two story rear extension providing an extra room to the ground floor and a bedroom/en suite upstairs. Planning permission to convert the gardeners bothy into a one bedroom annex.The street view is not accurate for this particular property.The property will feature a brand new waste treatment plant.The property is fuelled by mains gas.There is also planning permission for a neighboring building that used to form part of Warlies Gardens and which was the boiler house boiler to heat the large commercial greenhouses which were located in the walled gardens and opposite. Warlies Gardens was the site of commercial fruit and veg growing from the 1930's until the 1980's . This does not form part of the sale but is available to purchase by separate negotiation. Planning application number - EPF/0377/19BrochuresWeb Details"
prop137582327,"
            4 bedroom terraced house for sale        ",https://www.rightmove.co.uk/properties/137582327#/?channel=RES_BUY,"Turnpike Link, Croydon",Commercial,"
Development Microsite





",GB,"£525,000","Barnard Marcus, Croydon","50 Lower Addiscombe Road, 
Croydon, 
Surrey, CR0 6AA",020 3835 3578,https://www.rightmove.co.uk//estate-agents/agent/Barnard-Marcus/Croydon-1893.html,Reduced on 01/09/2023,Terraced,×4,×1,,Freehold,"['¾ bedrooms', 'Arranged over 3 floors', 'Good decorative order', 'Kitchen/diner', 'No onward chain', 'Ideal family home', 'Walking distance to East Croydon train station']","SUMMARYA well-presented 4 bedroom town house situated on the popular Park Hill development conveniently located to East Croydon train station, public transport and local amenities and just a short walk to local parks and also falls with catchment to areas most desirable schools.DESCRIPTIONArranged over 3 floors the property offers versatile living and briefly comprises ¾ bedrooms, utility room, 18 'bright and airy living room, kitchen/dining room, family bathroom and low maintenance rear garden. Further benefiting from garage and off street parking.1. MONEY LAUNDERING REGULATIONS: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.
2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.
3. The measurements indicated are supplied for guidance only and as such must be considered incorrect.
4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.
5. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTE REPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BE INDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER SEQUENCE (UK) LIMITED NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANY AUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY.BrochuresFull Details"
