property_id,title,url,address,address_2,property_status,primary price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,key_features,description,property_size,epc_rating,key_info
result-13620949,2 bedroom apartment to rent,https://www.onthemarket.com/details/13620949/,"Bridgewater Square, London EC2Y","Bridgewater Square, London EC2Y",2 bedroom apartment to rent,"£2,995 pcm (£691 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Reduced today,Apartment,2 bed,2 bath,,"A charming two double bedroom, two bathroom, fourth floor apartment situated in Bridgewater Square, right in the heart of the City.The bright reception is generously proportioned with the bonus of a Juliet balcony with an attractive and open aspect.The master bedroom features a generous en-suite bathroom, Juliet balcony and fitted wardrobes. The second bedroom, further bathroom, plus a separate kitchen complete the property. The development benefits from a long lease, day concierge, underground bicycle storage and parking facilities - spaces are regularly available to rent.Barbican, Moorgate and St Paul's are all within walking distance, covering five major lines. Moorgate also offers National Rail services. The flat is well positioned for access to the Barbican Arts Centre and cinemas, Waitrose, Smithfield Market, and the bars and restaurants of Clerkenwell.",,,['Council tax:\xa0']
result-13554669,2 bedroom apartment to rent,https://www.onthemarket.com/details/13554669/,"Bridgewater Square, London EC2Y","Bridgewater Square, London EC2Y",2 bedroom apartment to rent,"£2,975 pcm (£687 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Reduced today,Apartment,2 bed,2 bath,,"A charming two double bedroom, two bathroom, first floor apartment situated in Bridgewater Square, right in the heart of the City. The bright reception is generously proportioned with the bonus of a Juliet balcony with an attractive and open aspect. The master bedroom features a generous en-suite bathroom, Juliet balcony and fitted wardrobes. The second bedroom, further bathroom, plus a separate kitchen complete the property. The development benefits from a long lease, day concierge, underground bicycle storage and parking facilities - spaces are regularly available to rent. Barbican, Moorgate and St Paul's are all within walking distance, covering five major lines. Moorgate also offers National Rail services. The flat is well positioned for access to the Barbican Arts Centre and cinemas, Waitrose, Smithfield Market, and the bars and restaurants of Clerkenwell.",675 sq ft / 63 sq m,,['Council tax:\xa0']
result-13470756,2 bedroom apartment to rent,https://www.onthemarket.com/details/13470756/,"Goswell Road, Clerkenwell, EC1V","Goswell Road, Clerkenwell, EC1V",2 bedroom apartment to rent,"£2,975 pcm (£687 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Virtual tour,Apartment,2 bed,1 bath,"['Two double bedrooms', 'Second floor - Lift', 'Secure development', 'Excellent location for City University', 'Fully furnished']","A charming two double bedroom, apartment situated on Goswell Road, moments from the City. The property comprises of a bright reception which generously proportioned leading to an open plan kitchen, master bedroom with built in wardrobes, second double bedroom and a tiled bathroom Barbican, Moorgate, Angel and St Paul's are all within walking distance, covering five major lines, plus Crossrail in 2018. Moorgate also offers National Rail services. The flat is well positioned for access to the Barbican Arts Centre and cinemas, Waitrose, Smithfield Market, and the bars and restaurants of Clerkenwell. One New Change & Upper Street is a short distance away, featuring restaurants, fashion retail",710 sq ft / 66 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13470752,1 bedroom apartment to rent,https://www.onthemarket.com/details/13470752/,"City Walk Apartments, Seward Street, EC1V","City Walk Apartments, Seward Street, EC1V",1 bedroom apartment to rent,"£2,500 pcm (£577 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Reduced today,Apartment,1 bed,1 bath,"['Wood flooring throughout', 'Modern apartment', 'Furnished', 'Plenty of natural light', 'First floor']","This spacious one double bedroom apartment with lift access located in the desirable City Walk Apartments close to Barbican and Farringdon Stations. This property comprises a generously proportioned bedroom, bathroom, spacious reception room, kitchen with fitted appliances. City Walk Apartments is well positioned to access the transport links of Farringdon, Barbican, and Angel Stations whilst the cultural and culinary delights of Exmouth, Whitecross, and Smithfields markets are all within walking distance.  It further benefits from lift access and communal gardens.",502 sq ft / 47 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 900Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682175,1 bedroom apartment to rent,https://www.onthemarket.com/details/13682175/,"Orion Point, Canary Wharf, E14","Orion Point, Canary Wharf, E14",1 bedroom apartment to rent,"£2,000 pcm (£462 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Added today,Apartment,1 bed,1 bath,"['7th Floor', 'Balcony', 'Open plan kitchen living area', 'Floor to ceiling windows', 'Plenty of natural light', 'River views']","A stunning one bedroom 7th floor apartment situated right on the river with amazing views across London.The property boasts almost 600sqft of internal living space with a private balcony offering gorgeous river views, further benefiting from a massive open plan kitchen/reception, sizable bedroom and bathroom.The development Orion Point is located just a short walk to the centre of Canary Wharf where a wide array of fantastic bars, restaurants and two shopping centres can be located",590 sq ft / 55 sq m,,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13615201,2 bedroom apartment to rent,https://www.onthemarket.com/details/13615201/,"Bride Court, London EC4Y","Bride Court, London EC4Y",2 bedroom apartment to rent,"£3,000 pcm (£692 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Reduced today,Apartment,2 bed,2 bath,,"A two double bedroom (720sq foot), two bathroom apartment set within a desirable and centrally located building. This property comes fully furnished and equipped with two double bedrooms, two bathrooms and a separate kitchen.Public transport is provided by Blackfriars Tube (Circle and District Lines), City Thames Link and Farringdon mainline train station. The Central Line tube at St Paul's is also within easy reach. Additional riverboat services, both to Canary Wharf and westwards, are available at Blackfriars Pier.Offered furnished.",753 sq ft / 70 sq m,EPC rating: D*,"['Council tax:\xa0', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682171,1 bedroom apartment to rent,https://www.onthemarket.com/details/13682171/,"Cavell Street, London E1","Cavell Street, London E1",1 bedroom apartment to rent,"£1,800 pcm (£415 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Added today,Apartment,1 bed,1 bath,,"A newly decorated and spacious one bedroom apartment close to Whitechapel Station and close to a multitude of shops, parks, and transport links. This beautifully presented property features a large double bedroom with an abundance of natural light from the big windows and ample storage space, a separate modern fully equipped kitchen including appliances, large living space, a contemporary bathroom suite, and wooden flooring. This beautiful property is conveniently located, close to many facilities that the area has to offer and with fantastic transport links to Central London and the City.",,,['Council tax:\xa0']
result-13682165,3 bedroom apartment to rent,https://www.onthemarket.com/details/13682165/,"St. John Street, London EC1V","St. John Street, London EC1V",3 bedroom apartment to rent,"£5,500 pcm (£1,269 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Added today,Apartment,3 bed,2 bath,,"A spacious, first floor three double bedroom, two bathroom apartment located within this impressive portered development in the heart of Clerkenwell ideal for many transport links including Farringdon, Old Street, Angel and Barbican stations with many amenities right on the door step.The accommodation comprises of a large double aspect reception room, fully fitted kitchen, three double sized bedrooms, two bathrooms (one master en-suite), plenty of storage can be found throughout the apartment. The building has the benefit of a porter and surrounding well-kept gardens.St. John street sits in the heart of The City conveniently located for a choice of transport links with Angel, Farringdon, Old Street and Barbican all being within easy reach, also ideal for the many surrounding amenities including popular Exmouth Market and the array of shops, bars and restaurants of Upper Street.",,,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *']"
result-13682163,1 bedroom apartment to rent,https://www.onthemarket.com/details/13682163/,"Farringdon Road, London EC1M","Farringdon Road, London EC1M",1 bedroom apartment to rent,"£2,383 pcm (£550 pw)",Hemmingfords - London,"
                         34 Upper Street
London
N1 0PN
                        
                      ", 020 8033 5912,https://www.hemmingfords.co.uk/,Added today,Apartment,1 bed,1 bath,,"A one bedroom apartment on the first floor of the Montgomery Building on Farringdon Road. The property is well presented throughout and comprises open plan kitchen/living room with access out to a private balcony, double bedroom and a bathroom.The development is ideally located for Farringdon and Chancery Lane tube stations. Hatton Garden, Leather Lane and Exmouth Market are all close by. The City and West End are both easily accessible.",,,"['Council tax:\xa0', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13564069,1 bedroom flat to rent,https://www.onthemarket.com/details/13564069/,"Candy Wharf, 22 Copperfield Road, London, E3","Candy Wharf, 22 Copperfield Road, London, E3",1 bedroom flat to rent,"£1,950 pcm (£450 pw)",Keatons - Bow,"
                         397-399 Mile End Road
Bow
E3 4PB
                        
                      ", 020 8022 6596,http://www.keatons.com,Reduced,Flat,1 bed,1 bath,"['Wonderful views', 'Underground parking', 'Full-width balcony', 'Communal roof terrace', 'New flooring and carpets']","Located in Mile End Park and on the banks of the Regents Canal is this stylish modern apartment that forms part of the contemporary Candy Wharf development. The property is situated on the top floor and has had new Karndean flooring installed along with new carpets in the bedroom. Comprising a double bedroom, secure underground parking, bathroom, and a superb open plan reception/kitchen with floor-to-ceiling glass doors leading to a full-width balcony, boasting views towards the iconic Canary Wharf skyline and peaceful Mile End Park. The apartment also has use of the wonderful roof gardens, offering 360-degree views of the London skyline. Well connected for transport links into the City and Canary Wharf from Mile End Station. Victoria Park is also close by. Council Tax Band C.",559 sq ft / 52 sq m,EPC rating: C*,"['Council tax:\xa0', 'Band C', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682123,5 bedroom house to rent,https://www.onthemarket.com/details/13682123/,"Brandlehow Road, London","Brandlehow Road, London",5 bedroom house to rent,"£5,500 pcm (£1,269 pw)",Warren Property - Putney,"
                         194 Upper Richmond Road
Putney
SW15 2SH
                        
                      ", 020 8128 9357,http://www.warrenputney.co.uk/,Added today,House,5 bed,2 bath,"['BRANDLEHOW SCHOOL CATCHMENT', 'TERRACED FAMILY HOME', 'DOUBLE RECEPTION ROOM', 'KITCHEN/DINING ROOM', 'FIVE BEDROOMS', 'TWO BATH/SHOWER ROOMS', 'UTILITY/WC', 'WOOD FLOORS THROUGHOUT', 'EPC C', 'COUNCIL TAX BAND F']","A beautifully presented and ideally located five bedroom house opposite the highly sought-after Brandlehow School, moments from the open spaces of Wandsworth Park and a short walk from Putney High Street. Offered on an unfurnished basis, arranged over three floors and benefiting from wood floors throughout, the ground floor accommodation comprises an entrance hallway, double reception room, fully fitted kitchen/dining room with doors to the superb west facing garden, and utility room/guest WC. To the upper floors there are five bedrooms, a family bathroom and further shower room. Brandlehow Road is a pretty residential road ideally situated close to all the amenities and transport Putney has to offer. Available now.","1,625 sq ft / 151 sq m",EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 330Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13469693,3 bedroom semi-detached house to rent,https://www.onthemarket.com/details/13469693/,"Egliston Lawns, 13 Egliston Road, Putney","Egliston Lawns, 13 Egliston Road, Putney",3 bedroom semi-detached house to rent,"£5,000 pcm (£1,154 pw)",Warren Property - Putney,"
                         194 Upper Richmond Road
Putney
SW15 2SH
                        
                      ", 020 8128 9357,http://www.warrenputney.co.uk/,Added today,Semi-detached house,3 bed,2 bath,"['FABULOUS FAMILY HOUSE', 'THREE RECEPTION ROOMS', 'EAT-IN KITCHEN', 'THREE BEDROOMS', 'TWO BATHROOMS', 'LARGE SOUTH FACING GARDEN', 'GARAGE/UTILITY ROOM', 'OFF-STREET PARKING', 'EPC D', 'COUNCIL TAX BAND H']","This fabulous family home offers exceptional living and entertaining space, off-street parking, a large south facing garden and garage, all located on this quiet private road in the heart of West Putney and moments from the open spaces of Putney Common. Offered on an unfurnished basis, the ground floor accommodation comprises an entrance hallway, spectacular vaulted double height reception room with doors to the garden and terrace (complete with electric awning), spacious dining room, double height conservatory, fully fitted eat-in kitchen, guest WC and integrated garage/utility room. Upstairs there is the principal suite comprising a large bedroom and smart en suite bathroom with bath and separate shower, two further double bedrooms and family bathroom. Located within easy access of Putney High Street, the River Thames and the amenities of Lower Richmond Road, numerous highly regarded schools and easy access in and out of London. Available late August 2023.","2,553 sq ft / 237 sq m",EPC rating: D*,"['Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682122,1 bedroom apartment to rent,https://www.onthemarket.com/details/13682122/,"Finchley Road, Swiss Cottage, NW3","Finchley Road, Swiss Cottage, NW3",1 bedroom apartment to rent,"£1,842 pcm (£425 pw)",Messila Residential - Park Road,"
                         137 Park Road
London
NW8 7HT
                        
                      ", 020 8115 0543,http://www.messilaresidential.com,Virtual tour,Apartment,1 bed,1 bath,"['One Double Bedroom', 'Bright Reception with Open Plan Kitchen & large landing', 'Ind. GCH', 'Shower  w/c', 'Close to WAITROSE & 02 Shopping Centre with mutli cinema and Sainsbury', 'Also walking distance to Finchley Road Station (Jubeliee and Metropolitan lines)']","A bright and spacious one double bedroom apartment located on the third floor (TOP FLOOR WALKUP) of a converted building just moments from Finchley Road Station and O2 Shopping Centre, The property comprises of:- Entrance via split level landing, large reception room, open plan kitchen with windows over looking Finchely road, shower room/WC, good sized double bedroom with fitted wardrobes, west facing window at rear of building.   The property benefits from having GCH,  wooden flooring and close proximity to many great supermarkets, cafe's shops and transport links..... The flat will be available on 10th October 2023 and is offered furnished.  Good flat for couple or sharers and for long let only",,,"['Council tax:\xa0', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682118,1 bedroom apartment to rent,https://www.onthemarket.com/details/13682118/,"One Osnaburgh Street, Regents Park, NW1","One Osnaburgh Street, Regents Park, NW1",1 bedroom apartment to rent,"£2,708 pcm (£625 pw)",Messila Residential - Park Road,"
                         137 Park Road
London
NW8 7HT
                        
                      ", 020 8115 0543,http://www.messilaresidential.com,Virtual tour,Apartment,1 bed,1 bath,"['One Double Bedroom', 'Fourth Floor', 'separate Study/Dining Room', 'Wooden Floors', 'Bright reception', 'Smart Portered Block', 'Close to Stations']","A contemporary and spacious one bedroom (double) apartment on the fourth floor of a modern sought after residential block complete with 24 hour porter and concierge, seconds from Regents Park Underground.  The property comprises of; slick open plan kitchen / reception room with marble tiled flooring, sleek integrated appliances, good sized double bedroom with plenty of storage, further separate dining /study room, bathroom with both bath and shower. The property also benefits from having 24 hour porter, 2 x lifts, central location being moments walk from both Regents Park and Great Portland Street underground stations. Offered Furnished for long let. Property is available now.",656 sq ft / 61 sq m,,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13560923,2 bedroom apartment to rent,https://www.onthemarket.com/details/13560923/,"Logan Place, Kensington, W8","Logan Place, Kensington, W8",2 bedroom apartment to rent,"£3,142 pcm (£725 pw)",Messila Residential - Park Road,"
                         137 Park Road
London
NW8 7HT
                        
                      ", 020 8115 0543,http://www.messilaresidential.com,Virtual tour,Apartment,2 bed,2 bath,,"An extremely spacious and bright two double bedroom apartment located on the first floor of this private residential building situated on a quiet street in Kensington.  The property comprises of:- Entrance hallway, large open plan kitchen/living room with plenty of natural light, two excellent sized double bedrooms, master having en-suite bathroom, second family bathroom,   The property also benefits from having being recently re-decorated throughout, brand new furniture throughout, wooden flooring in the main rooms, secure entry, secure allocated parking space.  The property is offered furnished and is available mid of September 2022.",,,['Council tax:\xa0']
result-13682112,3 bedroom flat to rent,https://www.onthemarket.com/details/13682112/,"Ducie Street, Clapham North SW4","Ducie Street, Clapham North SW4",3 bedroom flat to rent,"£3,250 pcm (£750 pw)",Eden Harper - Brixton,"
                         3 Arlington Parade
Brixton Hill
SW2 1RH
                        
                      ", 020 4516 3466,https://www.edenharper.com,Added today,Flat,3 bed,1 bath,"['Huge 3 bedroom flat', 'Quiet sought after location', 'Close to Clapham and Brixton tube stations', 'Newly refurbished', 'On street residents permit parking available on application', 'Leasehold covenants may apply']","A very spacious three double bedroom split-level conversion flat on this sought after residential road between Clapham and Brixton. Arranged over top two floors the flat comprises a large reception room, modern separate kitchen, three large double bedrooms and a bigger than average bathroom with bath and shower cubicle. The flat has just been extensively refurbished which includes re-wiring, new windows, new kitchen, new bathroom suite, new flooring etc).This flat is located within walking distance of Clapham North and Brixton tube stations as well as numerous bars & shops in Brixton Village and Clapham High Street. Perfect for professional sharers and available immediately as part furnished.Monthly rent: £3250. Deposit: £3750. Council tax band: D (Lambeth). EPC=D.",,,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-12178151,Studio to rent,https://www.onthemarket.com/details/12178151/,"Upper Mulgrave Road, Cheam, Sutton",,,,Williams Harlow - Cheam Village,"
                         5 The Broadway
Cheam Village, Sutton
SM3 8BH
                        
                      ", 020 8128 4238,https://www.williamsharlow.co.uk/,Let agreed,Studio,0 bed,1 bath,,"WILLIAMS HARLOW IN CHEAM ARE PLEASED TO OFFER THIS first floor studio apartment with allocated parking space in a modern stylish development directly opposite Cheam mainline station. The property benefits from a kitchen and bathroom with large walk in shower, separate bedroom area and a rear facing balcony. The apartment enjoys a fantastic location just moments from shops and amenities of Cheam Village. AVAILABLE NOW. B, £1504.Communal Entrance - Communal hallway, with steps up to the:First Floor - Giving access to the:Private Front Door - Giving access through to:Entrance Hall - Laminate flooring.  Storage cupboard housing water tank.  Electric heater. Intercom system.Bathroom - Large walk in shower with glass enclosure.  Part tiled walls. Low level WC.  Wash hand basin. Wall mounted chrome radiator. Mirrored cabinets and extractor fan.Living Area - Coving. Laminate flooring. Patio door leading onto a private balcony.  Electric heater.  Open doorway through to the:Kitchen - Electric hob, oven and extractor above.  Space for washing machine.  Part tiled walls and tiled floor.  Obscured window through to the bedroom.  Space for fridge.  Open door through to the:Bedroom - Fitted high storage cupboard.  Double glazed rear aspect window.Outside - Parking - One allocated parking space.Lease - 125 years from 11/4/2017 for 125 years.  119 years remaining ending 11/4/2142.Service Charges - Approximately £1000 per annumGround Rent - Approximately £100 per annumCouncil Tax - Sutton Council  BAND B  £1,503.54 2022-23",322 sq ft / 30 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-9825917,2 bedroom property to rent,https://www.onthemarket.com/details/9825917/,"Streatham High Road, London",,,,Emma's Estate Agents - Streatham Hill,"
                         68 Streatham Hill
Streatham Hill
SW2 4RD
                        
                      ", 020 8115 1472,http://emmasestateagents.co.uk,Virtual tour,Property,2 bed,1 bath,"['Wood laminate floors throughout', 'Light and airy', 'Neutral modern decor, fixtures and fittings', 'Minutes from Streatham Station', 'Walking distance from Tooting Bec Common', 'Vibrant neighbourhood with local amenities']","Beautiful, spacious two double bedroom, one bathroom, second floor flat with large windows and neutral modern decor, fixtures and fittings.Beautiful, two double bedroom, one bathroom, second floor flat flat with neutral modern decor, fixtures and fittings. The flat has wood-laminate floors and high Victorian ceilings throughout.Living Room Kitchen - 106.68m (350) - The spacious living-room-kitchen looks over the High Road bathing the room in natural light. A modern kitchen comes equipped with conveniences such as washing machine, fridge-freezer, electric oven and gas hob.Master Bedroom - 36.27m (119) - The flat features a well-proportioned master bedroom which faces the back of Streatham High Road, sheltering it from any road noise. The room is light and airy with ample floor space, built in wardrobes and high ceilings.Bedroom 2 - 34.44m (113) - The second bedroom also faces the back of Streatham High Road and so is sheltered from noise. The room is similarly light with floor space, built in wardrobes and high ceilings.Bathroom - The separate bathroom contains all white fittings including a shower-bath.Located moments from Streatham Station the flat benefits from excellent transport connections as well as a desirable and vibrant local neighbourhood with local amenities. The flat is also within easy walking distance of the beautiful Tooting Bec Common.",617 sq ft / 57 sq m,EPC rating: D*,"['Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 118Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13539562,5 bedroom house to rent,https://www.onthemarket.com/details/13539562/,"Regency Lodge, London","Regency Lodge, London",5 bedroom house to rent,"£6,000 pcm (£1,385 pw)",Daniel Ford & Co - Kings Cross,"
                         35 Balfe Street
Kings Cross, London
N1 9EB
                        
                      ", 020 3551 5107,http://www.danielforduk.com,Reduced today,House,5 bed,5 bath,,"We are proud to present this lovely 5 bedroom 5 bathroom located just moments away from Swiss Cottage.It is comprised briefly of 5 double bedrooms of which 2 are ensuite, 3 separate walk in shower rooms, a spacious living area with a separate kitchen dining area. It is located conveniently 5 minutes walk away from Swiss Cottage Station which provides excellent transport links.It is available on a furnished basis.Property has a HMO license available and is available to sharers.","1,539 sq ft / 143 sq m",EPC rating: E*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682097,1 bedroom property to rent,https://www.onthemarket.com/details/13682097/,"Ellington House, Southwold Road, London","Ellington House, Southwold Road, London",1 bedroom property to rent,"£1,800 pcm (£415 pw)",Emma's Estate Agents - Streatham Hill,"
                         68 Streatham Hill
Streatham Hill
SW2 4RD
                        
                      ", 020 8115 1472,http://emmasestateagents.co.uk,Added today,Property,1 bed,1 bath,"['First floor flat with lift', 'Two private balconies', 'Views out over North Millfield Recreation Ground', 'Situated on the edge of the River Lea', 'Good transport connections', 'Unfurnished', 'Plenty of built in storage', 'CCTV security and audio intercom']","A bright and well-proportioned one bedroom, one bathroom, first floor flat with two private balconies. The flat, enviably located on the edge of the River Lea, next to Hackney and Walthamstow Marshes, is less than half a mile walk to Clapton Rail Station, and looks out over North Millfields Recreation Ground affording the flat stunning views.Bright, charming and tastefully decorated, with wood-laminate floors throughout, the one bedroom, one bathroom flat is located on the first floor of the building and boasts two private balconies.The building has a passenger lift, audio intercom system, and is covered by CCTV and the Southerly-facing flat looks out directly over North Millfields Recreation Ground.Living Room Kitchen - 82.30m (270) - The stylish living room kitchen is open plan, with views out over the Recreation Ground. The kitchen, which was completely refurbished in December 2022, is fitted with integrated, modern appliances and looks towards the large Southerly-facing living room windows, which bathe the room in natural light. Tastefully decorated with bespoke built-in storage the living room space is bright and well-proportioned.Reception Balcony - 11.89m (39) - One of the two balconies that the flat benefits from the reception balcony is accessed via the living room and looks out over the North Millfields Recreation Ground, providing expansive views of the green space.Bedroom - 37.19m (122) - The bedroom, with large built in storage, is decorated in calming, neutral tones. The large window, and balcony beyond, ensure that the space receives plenty of natural light and also open the room to lovely views of the Recreation Ground beyond.Bedroom Balcony - 11.89m (39) - The second balcony, which is to the left of the reception balcony, also faces the Recreation Ground. The River Lea is also visible from this balcony, which is entirely separate to the reception balcony and is accessed through the bedroom, allowing for the bedroom to have privacy.Bathroom - The stylish bathroom, which was also fully refurbished in December 2022, is modern and in excellent condition, with a combination bath shower.The flat is enviably located on the edge of the River Lea and the canal footpath that runs along it. It is also minutes walk from the Northern tip of Hackney Marshes and overlooks North Millfields Recreation Ground, making it perfectly situated for those who enjoy the green spaces that North-East London has to offer. The local area and community are vibrant with great pubs and eateries, and amenities such as Chatsworth Road Sunday food market within walking distance. Less than a 10 minute walk to Clapton Rail Station, which connects directly to Liverpool Street Station in 12 minutes, the flat is well connected to London transport and is perfect for commuters.",509 sq ft / 47 sq m,,['Council tax:\xa0']
result-13682092,2 bedroom apartment to rent,https://www.onthemarket.com/details/13682092/,Douglas Tower,Douglas Tower,2 bedroom apartment to rent,"£3,500 pcm (£808 pw)",Daniel Ford & Co - Kings Cross,"
                         35 Balfe Street
Kings Cross, London
N1 9EB
                        
                      ", 020 3551 5107,http://www.danielforduk.com,Added today,Apartment,2 bed,2 bath,"['2 bedrooms', '2 bathrooms', '17th floor', 'Jubilee and DLR Line', 'Open kitchen on living-room', 'Concierge', 'Sauna', 'Swimming-pool', 'Gym', 'Cinema']","Daniel Ford Estates are delighted to offer this brand new two-bedroom apartment in the Goodluck Hope development, E14.The apartment comprises a contemporary fully fitted kitchen and open plan living space, two spacious bedrooms and two modern bathrooms with lofty standards.Residents will benefit from the full use of all Goodluck Hope amenities including a state-of-the-art gym, cinema room, indoor and outdoor swimming pools, and residents' lounge.Rail lines are within a short distance, with the Jubille Line and the DLR Line and easy reach to take you to the Canary Wharf, Waterloo, London Bridge, Greenwich and further. Plus, London City Airport is nearby that provides connections to the UK, mainland Europe and a lot more destinations.","1,011 sq ft / 94 sq m",EPC rating: B*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13674498,3 bedroom flat to rent,https://www.onthemarket.com/details/13674498/,Cropthorne Court  Maida Vale W9,Cropthorne Court  Maida Vale W9,3 bedroom flat to rent,"£4,500 pcm (£1,038 pw)",Kinleigh Folkard & Hayward - St John's Wood Lettings,"
                         41-47 Barrow Hill Road
St John's Wood
NW8 7AH
                        
                      ", 020 8022 6869,http://www.kfh.co.uk,Recently added,Flat,3 bed,2 bath,"['Three Double Bedrooms', 'Two Bathrooms', 'Approx 1500 sqft', 'Fully Modernised', 'Portered', 'EPC rating C']","A bright and spacious three double bedroom apartment in this very well maintained and sought after residential mansion block in Maida Vale.The property is well-presented and features a 30ft reception room with dark wood floors, three double bedrooms with excellent storage and one benefits from an en-suite shower room, one further bathroom, a fabulous kitchen and lots of natural light. Holding Deposit: £1,038.46 (1 week)* Tenancy Deposit: £6,230.76 (5 weeks)* Council Tax Band: G*The deposit amounts are approximate and will vary depending on the final rent agreed.","1,463 sq ft / 136 sq m",EPC rating: D*,['Council tax:\xa0']
