property_id,title,url,address,address_2,property_status,price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,property_size,key_features,description,epc_rating,key_info
result-13679972,3 bedroom apartment for sale,https://www.onthemarket.com/details/13679972/,"Drake House, 76 Marsham Street, London, SW1P","Drake House, 76 Marsham Street, London, SW1P",3 bedroom apartment for sale,"£4,700,000",CENTURY 21 London Central - Westminster,"
                         85 Rochester Row
Westminster
SW1P 1LJ
                        
                      ", 020 8022 6372,http://www.century21uk.com/agent/c21-london-central,Added yesterday,Apartment,3 bed,3 bath,"2,334 sq ft / 217 sq m","['Tenure: Leasehold', 'Luxurious 3-bedroom duplex penthouse on 5th and 6th floors', 'Spacious 5th-floor bedroom with en-suite bathroom', 'Practical utility room in the hallway', 'Expansive and luminous open plan kitchen on 6th floor with stylish island', 'Two generously sized bedrooms with en-suite bathrooms and Walk-in wardrobe in the principal bedroom', 'Three private terraces with panoramic London skyline views', 'Underfloor heating and advanced comfort cooling/heating system', 'Secure underground parking and 24-hour concierge service', ""Proximity to St. James's Park and Westminster tube station"", 'Walking distance to iconic London landmarks']","Introducing Drake House, a luxurious 3-bedroom duplex penthouse situated on the 5th and 6th floors, offering an unparalleled blend of contemporary elegance and urban convenience in the heart of Westminster.Upon entering on the 5th floor you'll find a spacious bedroom, thoughtfully designed with an en-suite bathroom. In the hallway, you'll discover a utility room, adding practicality to your daily life.Upon entering the 6th floor you are immediately greeted by an expansive and luminous integrated open plan kitchen that boasts a stylish island, perfect for casual dining or entertaining guests. The generous dining area adjacent to the kitchen provides ample space for hosting memorable gatherings with family and friends. The living quarters comprise two generously sized bedrooms, each equipped with its own en-suite bathroom. Walk-in wardrobe is in the principal bedroom. Additionally, there is a separate WC for guests' convenience.One of the standout features of this penthouse is the presence of not one, but three private terraces, each offering a unique vantage point to enjoy panoramic views of the London skyline.This exceptional residence is designed with your utmost comfort in mind, featuring underfloor heating and a state-of-the-art comfort cooling and heating system to keep you comfortable year-round.Drake House provides the utmost in security and convenience, offering secure underground parking and the peace of mind that comes with a 24-hour concierge service.Location couldn't be more central, with the renowned St. James's Park and Westminster tube station just a stone's throw away. This prime location also means you're within walking distance of iconic London landmarks such as Westminster Abbey and the Houses of Parliament. Enjoy easy access to an abundance of amenities and restaurants in the vibrant neighborhood, ensuring that everything you need is right at your doorstep.Drake House on Marsham Street represents the pinnacle of modern urban living in Westminster, offering the perfect balance of style, convenience, and luxury. Experience the epitome of London living in this extraordinary duplex penthouse.",EPC rating: C*,"['Tenure:\xa0', 'Leasehold', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679963,1 bedroom apartment for sale,https://www.onthemarket.com/details/13679963/,"Gee Street, London, EC1V","Gee Street, London, EC1V",1 bedroom apartment for sale,"£425,000",Stirling Ackroyd - Clerkenwell,"
                         106 St. John Street
Clerkenwell
EC1M 4EH
                        
                      ", 020 8033 7508,https://www.stirlingackroyd.com/branches/clerkenwell,Virtual tour,Apartment,1 bed,1 bath,538 sq ft / 50 sq m,"['Tenure: Leasehold', 'Spacious one bedroom apartment', 'Private south-facing balcony', 'Recently extended lease', 'Chain free', 'Fantastic transport links', 'Good condition']","Bright and airy with well-proportioned rooms this sizable one bedroom flat with a private south-facing balcony is ideal for first-time buyers and buy-to-let investors alike.Set on the fourth floor of this purpose-built block with lift access, the flat comprises a bright and spacious living room leading out onto a private south-facing balcony, separate modern kitchen with space for a breakfast bar, a generously proportioned bedroom with built-in wardrobes, and three-piece bathroom suite.The flat further benefits from a recently extended lease, communal gardens, and 24-hour CCTV for the building.Clerkenwell is at the heart of London and within walking distance to the City and Silicon Roundabout meaning it is ideal for those who work within the financial and law districts or tech sectors around Old Street.  Meanwhile, the students love the area due to the easy access to universities via the excellent transport links offered at Barbican and Farringdon Stations (Elizabeth, Hammersmith & City, Metropolitan and Circle Lines in addition to National Rail services).   Clerkenwell also offers a fantastic array of cafés, gastro pubs, bars, restaurants, and food markets meaning there is no shortage of activities for those who like to explore locally.",EPC rating: D*,"['Tenure:\xa0', 'Leasehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13329875,3 bedroom terraced house for sale,https://www.onthemarket.com/details/13329875/,"Straight Road, Romford, RM3","Straight Road, Romford, RM3",3 bedroom terraced house for sale,"£375,000",Beresfords - Harold Wood,"
                         2 Queens Park Road
Harold Wood, Romford
RM3 0HJ
                        
                      ", 01708 954888,https://www.beresfords.co.uk/contact-us/harold-wood-sales/,Virtual tour,Terraced house,3 bed,1 bath,881 sq ft / 82 sq m,"['Tenure: Freehold', 'Three Bedroom House', 'Ideal First Home', ""Landscaped 85' Rear Garden With Two Entertainment Areas"", 'Open Plan Reception Room', 'Popular Location Bus to Romford Station From outside', 'No Onward Chain', 'New Flat Roof to the Rear Extension', 'Off Street Parking']","To the front of the property is off street parking for a number of vehicles. Access to property is via entrance door to the hallway with space for coats and shoes.The living room has been extended to the front and offers ample space for relaxing and dining, with additional storage under the stairs. The kitchen has a range of wall and base units, with access to the rear garden. There is a large four piece white bathroom suite with a separate walkin shower.The first floor accommodation comprises of three bedrooms, the main bedroom having additional storage and there is access to the loft from the landing.Externally the rear garden measures 85' and commences with a decking area , lawn and  a secluded seated area to chill-out and relax. This property ticks so many boxes for people looking for a great new home, please contact Beresfords to arrange an early viewing.  EPC C. Council Tax Band: D.",EPC rating: C*,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band TBC', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679930,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/13679930/,"Ennerdale Drive, Brent, NW9","Ennerdale Drive, Brent, NW9",4 bedroom semi-detached house for sale,"£649,950",Man & Co - Kingsbury,"
                         3 Fryent Way
London
NW9 9ER
                        
                      ", 020 3544 5474,http://www.manandco.co.uk/,Study,Semi-detached house,4 bed,1 bath,861 sq ft / 80 sq m,['Tenure: Freehold'],"- Four bedrooms- Large reception - Study- Semi detached- Outhouse- Rear garden-    Off street parking-    FreeholdThis four bedroom semi-detached property offers its new owners the opportunity to style, decorate and perhaps expand (due to local authority planning permissions) transforming it into their perfect home.The ground floor hallway gives access to a large reception room and onto the kitchen/breakfast room which overlooks and leads out through patio doors to a good-sized rear garden with patio and lawn areas.The first floor accommodates two double bedrooms, a box/office room and a wet room.Loft gives access to another two good sized rooms.",EPC rating: E*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-12533242,5 bedroom apartment for sale,https://www.onthemarket.com/details/12533242/,"Portland Place, London, W1B","Portland Place, London, W1B",5 bedroom apartment for sale,"£5,000,000",Knight Frank - Marylebone,"
                         Unit 49, 55 Baker Street
Marylebone
W1U 8EW
                        
                      ", 020 8022 7410,https://www.knightfrank.co.uk/contact/marylebone-estate-agents?utm_medium=referrer&utm_source=portal&utm_campaign=OTMRedirectionMarylebone,Reduced yesterday,Apartment,5 bed,5 bath,,"['Tenure: Leasehold (92 years remaining)', '5 - 6 bedrooms', '2 reception rooms', '5 bathrooms', 'Period', 'Concierge', 'First Floor', 'Town/City', 'Lateral']","An impressive lateral apartment located on one of Marylebone's most prestigious streets. This bright and airy home showcases an abundance of accommodation and entertaining space over 2700sqft; five spacious bedrooms with en suite bathrooms and built-in wardrobes, a separate, fully fitted kitchen, and a great entertaining room with timeless herringbone parquet floor. The property further benefits from large windows allowing plenty of natural daylight, wood flooring, beautiful, modern countertop and backsplash in the kitchen, and marble tiling in the bathrooms.Duncan House offers a perfect location being moments away from Park Crescent and Regents Park, as well as the array of amenities of Marylebone Village and Mayfair. There are excellent transport links from Regent's Park, Warren Street, Baker Street and Marylebone Stations.",,"['Tenure:\xa0', 'Leasehold  |  92 yrs left', 'Ground rent:\xa0', '£190 per annum  |  review period: 1 yrs', 'Service charge:\xa0', '£30,865 per annum', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13335843,6 bedroom apartment for sale,https://www.onthemarket.com/details/13335843/,"Upper Montagu Street, London, W1H","Upper Montagu Street, London, W1H",6 bedroom apartment for sale,"£3,950,000",Savills - Marylebone,"
                         22 Devonshire Street
Marylebone
W1G 6PF
                        
                      ", 020 8022 7415,https://www.savills.co.uk/estate-agents/savills-marylebone.aspx,Reduced yesterday,Apartment,6 bed,2 bath,,"['Tenure: Leasehold (967 years remaining)', '6 Bedrooms', '3 Reception Rooms', '2 Bathrooms', 'Balcony', '2751 Sq ft', 'EPC Rating = F']","A beautifully presented first floor apartment set in this popular Edwardian block, located on the corner of Upper Montagu Street and York Street.
DescriptionThis exceptional flat is on the market for the first time in 60 years!It is located on the first floor of an elegant Edwardian mansion block, with ceilings that are over 3 metres high and wonderfully large windows. The property comprises an impressive hallway leading through to three fabulous reception areas, consisting of a study with access to a balcony, a generously proportioned reception room and a dining room. Leading on is the bedroom wing; the flat is currently planned as a six-bedroom property and has three areas for plumbing with sinks in situ. The kitchen/breakfast room is incredibly spacious and leads onto a separate utility area, as well as an outside storage area. The flat has two bathrooms: - currently one is a shower room and the other is a very large family bathroom. York House has recently undergone a major exterior refurbishment and has the benefit of a daytime porter as well as a lift. Despite the building’s sought-after location, the flat is remarkably calm and quiet. Upper Montagu Street is excellently situated, for access to transport, with Marylebone Station, Baker Street Station and Edgware Road Station all nearby. Just moments from Portman Village, Marylebone High Street and the West End, as well as the greenery of both Regent’s Park and Hyde Park are also within easy walking distance. The property offers an incoming buyer a unique opportunity to plan, subject to the relevant consents, a fabulous family home of nearly 2800 sq ft of lateral living with tremendous original charm and character.LocationUpper Montagu Street is excellently situated just moments from Portman Village, Marylebone High Street, and the West End, and the greenery of Regent’s Park. The transport links are excellent from nearby Baker Street (0.3 miles), Marylebone (0.3 miles) and Marble Arch (0.6 miles) underground stations, and Paddington (0.9 miles) train station, and access to the West and Heathrow via the A40.Square Footage: 2,751 sq ft
Leasehold with approximately 967 years remaining.
Additional InfoShare of Freehold (967 years)Reserve Fund & Hot Water: £8500 p.a.",,"['Tenure:\xa0', 'Leasehold  |  967 yrs left', 'Ground rent:\xa0', '£50 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£8,000 per annum', 'Council tax:\xa0', 'Band G', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13519675,5 bedroom detached house for sale,https://www.onthemarket.com/details/13519675/,"Willow Grove, Chislehurst","Willow Grove, Chislehurst",5 bedroom detached house for sale,"£1,400,000",Kinleigh Folkard & Hayward - Chislehurst Sales,"
                         49 High Street
Chislehurst
BR7 5AF
                        
                      ", 020 8022 7072,http://www.kfh.co.uk,Virtual tour,Detached house,5 bed,1 bath,,"['1930s detached', 'Five bedrooms', 'Three receptions', 'Kitchen/breakfast room', 'Garage', '196 ft rear garden', 'Chislehurst village', 'EPC rating E']","Rarely available is this five bedroom detached 1930s house set on a large plot over looking Chislehurst golf course. Stunning 196 ft South Easterly garden with potential to extend STPP.Approached via a large frontage, this chain free property retains many original features and includes a 24'6 x 16'4 loft room, ideal for converting subject to building regs approval. Although requiring modernisation, this would make an amazing family home.",,"['Tenure:\xa0', 'Council tax:\xa0']"
result-13679900,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/13679900/,"Longmore Avenue, Barnet, EN5","Longmore Avenue, Barnet, EN5",3 bedroom semi-detached house for sale,"£650,000",Mantlestates - East Barnet,"
                         2a Church Hill Road
East Barnet
EN4 8TB
                        
                      ", 020 3589 2848,https://mantlestates.com/,Virtual tour,Semi-detached house,3 bed,1 bath,"1,022 sq ft / 95 sq m","['Tenure: Freehold', '3 BEDROOM SEMI DETACHED HOUSE', 'OFF-STREET PARKING, GARAGE & CAR PORT', 'SOUTH FACING REAR GARDEN', 'THROUGH-LOUNGE', 'KITCHEN - BREAKFAST AREA', 'EASY ACCESS TO OAKLEIGH PARK TRAINB STATION', ""SHORT WALK TO EAST BARNET VILLAGE'S SHOPPING FACILITIE"", 'OFFERED CHAIN FREE', 'PLEASE VIEW - VIDEO TOUR']","Mantlestates are pleased to offer the well-presented 3-BEDROOM SEMI-DETACHED HOUSE with off-street parking, garage, carport & south-facing rear garden. Within a short walk to East Barnet's shopping facilities, restaurants & schools. Easy access to Oakleigh Park Train Station. OFFERED CHAIN FREE.Property additional infoENTRANCE PORCH:: 6' 05"" x 6' 03"" (1.96m x 1.91m)Double-glazed door to the front aspect, tiled floor.ENTRANCE HALL:: 16' 04"" x 5' 07"" (4.98m x 1.70m)Double glazed door to the front aspect, double glazed window to the side aspect, radiator, laminate floor, coving to ceiling. Under stairs storage cupboard.RECEPTION:: 29' 04"" x 11' 09"" (8.94m x 3.58m)29'04 X 11'09 > 10'05  Semi bay double glazed window to the front aspect, radiator, carpet, coving to ceiling. At the rear double glazed door to the garden, carpet, radiator, coving to ceiling. DOWNSTAIRS W/C:: 3' 04"" x 2' 05"" (1.02m x 0.74m)Low-level flush w/c, wood paneling. KITCHEN:: 19' 09"" x 6' 10"" (6.02m x 2.08m)Double-glazed window to the side aspect, double-glazed door to the side aspect, and double-glazed window to the rear aspect. radiator, laminate floor, wall & base units, wood paneling, double electric oven, electric hob, extractor, plumbing for a washing machine, stainless sink drainer with mixer tap. LANDING:: 8' 00"" x 6' 05"" (2.44m x 1.96m)Double glazed window to the side aspect, carpet, coving to ceiling, loft access. BEDROOM ( 1 ):: 16' 08"" x 11' 04"" (5.08m x 3.45m)Semi bay double glazed window to the front aspect, fitted wardrobes, laminate floor, double radiator. BEDROOM ( 3 ):: 7' 08"" x 6' 04"" (2.34m x 1.93m)Double-glazed window to the front aspect, laminate floor, radiator. BEDROOM ( 2 ):: 12' 4"" x 11' 02"" (3.76m x 3.40m)Double glazed window to the rear aspect, laminate floor, radiator, coving to ceiling. W/C:: 3' 07"" x 2' 09"" (1.09m x 0.84m)Double glazed window to the side aspect, radiator, tiled wall, tiled floor, low-level flush w/c. SHOWER:: 5' 08"" x 6' 04"" (1.73m x 1.93m)Double glazed window to the side aspect, walk-in shower, wash hand basin in vanity unit with mixer tap, tiled wall, tiled floor, coving to ceiling, heated towel rail.VERANDA:: 9' 04"" x 8' 08"" (2.84m x 2.64m)The covered area has tiled floors.GARDEN:: 76' 00"" x 22' 08"" (23.16m x 6.91m)Side access, mainly laid to lawn, flower beds, storage cupboard, south south-facing garden. Car port.GARAGE:: 15' 09"" x 8' 09"" (4.80m x 2.67m)",EPC rating: E*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Band E', 'Broadband:\xa0', 'Ultra-fast 330Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679886,3 bedroom house for sale,https://www.onthemarket.com/details/13679886/,"Croyland Road, London, N9","Croyland Road, London, N9",3 bedroom house for sale,"£475,000",Knights Residential - Edmonton,"
                         1 Keats Parade, Church Street
Edmonton, London
N9 9DP
                        
                      ", 020 8115 1209,http://www.knights-group.net/offices/estate-agents/edmonton,Added yesterday,House,3 bed,1 bath,,"['Tenure: Freehold', 'THREE BEDROOM HOUSE', 'VICTORIAN PROPERTY', 'LARGER-THAN-AVERAGE', 'SPACIOUS THROUGH-LOUNGE', '24FT KITCHEN-DINER', 'PRIVATE REAR GARDEN', 'CLOSE TO EDMONTON GREEN STATION', 'WALKING DISTANCE TO MULTIPLE SCHOOLS', 'WIHTIN CLOSE PROXIMITY OF JUBILEE PARK', 'DOUBLE GLAZED WINDOWS']","Knights are delighted to offer this unique three bedroom house, located within close proximity of Edmonton Green Station and Edmonton Green Shopping Centre. This Victorian Property benefits from multiple key features such as; Three Double Bedrooms, First Floor Bathroom, Separate W.C, Large Through Lounge, 24ft Kitchen-Diner, Private Rear Garden, Lean-to, Double Glazed Windows and Gas Central Heating. This larger-than-average property is situated within walking distance of multiple schools and Jubilee Park, making it an ideal investment or residential purchase opportunity. VIEWING STRONGLY ADVISED TO APPRECIATE THE SIZE OF THIS PROPERTY!

EPC - D ",,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13038742,5 bedroom end of terrace house for sale,https://www.onthemarket.com/details/13038742/,"Oakhill Road, Putney, London, SW15","Oakhill Road, Putney, London, SW15",5 bedroom end of terrace house for sale,"£1,450,000",Savills - Putney,"
                         198 Upper Richmond Road
Putney
SW15 2SH
                        
                      ", 020 8022 6821,https://www.savills.co.uk/estate-agents/savills-putney.aspx,Recently added,End of terrace house,5 bed,3 bath,"1,894 sq ft / 176 sq m","['Tenure: Freehold', 'Reception', 'Open Plan Dining Room / Kitchen', 'Utility Room', 'Cloakroom', 'Five Bedrooms', 'En suite bathroom', 'Two shower rooms', 'Roof Terrace', 'Garden', 'EPC Rating = C']","A  refurbished five bedroom family home.
DescriptionSitting on a desirable corner plot, the house has beenfinished to high standards including stone and hardwoodflooring and double glazing throughout.On the Ground floor the well sized reception hall allowsaccess to both the generous kitchen/dining family room andthe separate reception room.The kitchen is newly fitted featuring modern appliances anda useful separate utility room. Sliding doors make for a brightspace and allow access to the paved garden, perfect forsummer entertaining.The main bedroom, with ample storage and a luxuriousen suite is on the first floor, with access to the balcony overlooking the garden. There are also two further bedrooms and afamily bathroom on this floor. On the top floor there are twomore bedrooms and another beautifully finished showerroom.Both East Putney and Putney mainline are within easy reachfor commuters.LocationThe property is situated just to the North of the Upper Richmond Road with its recently established supermarkets, local shops and restaurants.The closest underground is East Putney (District) and mainline station (to Waterloo) further along on Putney High Street. There is also an excellent choice of schools, both state, Church and private.Square Footage: 1,914 sq ft
",EPC rating: C*,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band F', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679879,3 bedroom apartment for sale,https://www.onthemarket.com/details/13679879/,"Vincent House, Vincent Square, London, SW1P","Vincent House, Vincent Square, London, SW1P",3 bedroom apartment for sale,"£1,000,000",Andrew Reeves - Belgravia & Westminster,"
                         81 Rochester Row
Westminster, London
SW1P 1LJ
                        
                      ", 020 8022 7026,https://www.andrewreeves.co.uk,Added yesterday,Apartment,3 bed,2 bath,893 sq ft / 83 sq m,"['2nd floor (With lift)', '2 Bedrooms & 2 Bathrooms (1 ensuite) & a 3rd Bedroom/Study', 'Porter', 'Garden View', 'Share of Freehold', 'Service Charge £6156.86']","A three bedroom apartment located on the second floor this popular residential block situated on Vincent Square, Westminster. Comprising two double bedrooms, two bathrooms, a third bedroom room/study, separate kitchen and reception room. Ideally located for the amenities of Warwick Way and the transport connections at Victoria Station with direct trains to The City, The West End and London Gatwick Airport.Annual service Charge  £6,156.86 for the year to 30th June 2024 (which incudes a contribution to reserve Charge of £1960.00)Ground rent - NIL",EPC rating: C*,"['Tenure:\xa0', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Ultra-fast 900Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679878,2 bedroom apartment for sale,https://www.onthemarket.com/details/13679878/,"93 Great Titchfield Street, Fitzrovia, London, W1W","93 Great Titchfield Street, Fitzrovia, London, W1W",2 bedroom apartment for sale,"£1,850,000",Savills - Marylebone,"
                         22 Devonshire Street
Marylebone
W1G 6PF
                        
                      ", 020 8022 7415,https://www.savills.co.uk/estate-agents/savills-marylebone.aspx,Added yesterday,Apartment,2 bed,2 bath,861 sq ft / 80 sq m,"['Tenure: Leasehold (994 years remaining)', 'Stunning two bedroom flat', 'Newly developed and refurbished', 'Grade II listed building', 'Top floor', 'Period features', 'Direct lift access', 'EPC Rating = C']","A fabulous two bedroom flat located on the top floor of an exclusive, newly developed Grade II listed Georgian building
DescriptionThe flat includes a wealth of period features and has been designed to the highest specifications, including a fully fitted kitchen with Miele appliances, under-floor heating in the bathrooms and engineered oak timber flooring. The flat also benefits from a superb vaulted ceiling above the open plan reception/kitchen area and has lift access directly into the property. The accommodation also includes two double bedrooms with en-suite shower room.LocationLocated on Great Titchfield Street, Portland Chambers is ideally situated close to the world-class amenities of Fitzrovia, Marylebone and the West End, and the green open spaces of Regent’s Park. The transport links are excellent from nearby Great Portland Street (approximately 0.3 miles), Oxford Circus (approximately 0.4 miles), Goodge Street (approximately 0.4 miles), Regent’s Park (approximately 0.5 miles) and Warren Street (approximately 0.5 miles) underground stations, Euston (approximately 0.9 miles), Marylebone (approximately 1.2 miles) and King’s Cross St Pancras (approximately 1.5 miles) train stations, and there is quick access to Heathrow Airport via the A40 and Heathrow Express high-speed train link.Square Footage: 882 sq ft
Leasehold with approximately 994 years remaining.",EPC rating: C*,"['Tenure:\xa0', 'Leasehold  |  994 yrs left', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band G', 'Broadband:\xa0', 'Ultra-fast 900Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13392536,4 bedroom terraced house for sale,https://www.onthemarket.com/details/13392536/,"Corrance Road, Brixton, London, SW2","Corrance Road, Brixton, London, SW2",4 bedroom terraced house for sale,"£975,000",The Martin Barry Partnership - Brixton,"
                         465 Norwood Road
West Norwood
SE27 7DJ
                        
                      ", 020 8115 2237,http://www.martinbarrypartnership.co.uk,Reduced today,Terraced house,4 bed,2 bath,"1,227 sq ft / 114 sq m",['Tenure: Freehold'],"A four bedroom Victorian house located in a residential road off Acre Lane between Central Brixton and Clapham North. Giving access to Victoria Line and Northern Line tubes, mainline stations and a wealth of shops, bars, clubs and restaurants.
The property still retains many of its period features and offers potential to be restored to create a character family house.Approached via a small front garden leading to a recessed porch and a panelled door through to the entrance hall with original cornicing, dado rail and staircase with spindle balustrade to the upper floors.The main reception has an angle bay window to the front, original cornicing and ceiling rose folding panelled dividing doors open into the rear reception area with double glazed French doors leading onto the rear garden.To the rear is a generous size kitchen/diner with windows to the side and rear and a door to the garden. A further door gives access to the coal cellar running beneath the hallway.Stairs with spindle balustrade and handrail lead up to the first floor half landing to the rear is one of the bedrooms and a shower room with walk in shower, wash hand basin and close coupled w/c.A short flight of stairs takes you to the main first floor landing to the front is a large bedroom with an angle bay window. To the rear is a double bedroom with an original built in cupboard.A further flight of stairs with spindle balustrade leads you to the second floor landing with the fourth bedroom to the rear and a separate bathroom with white suite comprising panelled bath, vanity unit with wash hand basin, close coupled w/c.At the rear of the house is the garden approximately 25' in length.The property is being sold freehold.",EPC rating: E*,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band E', 'Broadband:\xa0', 'Ultra-fast 931Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-9243401,1 bedroom apartment for sale,https://www.onthemarket.com/details/9243401/,"Fitzroy House, Dickens Yard, Ealing W5","Fitzroy House, Dickens Yard, Ealing W5",1 bedroom apartment for sale,"£495,000",Gardiner Residential - Ealing,"
                         4a Spring Bridge Road
Ealing
W5 2AA
                        
                      ", 020 8022 6725,http://www.gardinerhomes.co.uk,Reduced yesterday,Apartment,1 bed,1 bath,,['Tenure: Leasehold'],"The property is located on the the second floor with lift and comprises reception room with stunning modern open plan kitchen and wood floor, good size bedroom and a beautiful contemporary bathroom. The property faces the courtyard.These properties are finished to an extremely high standard and suited to discerning property owners who wish to live in a vibrant central location, They also make great rental investments.This exclusive residential development residents will enjoy the benefit of a 24 hour concierge, health spa, indoor swimming pool, a private health and fitness centre, sauna and steam room in addition to private treatment rooms.Designed by acclaimed urban architect John Thompson and Partners, Dickens Yard is framed by historical landmarks such as the Town hall, Christ the Saviour Church and the Old Fire Station.Transportation is a breeze with the Elizabeth line, a major highlight of the area. Ealing Broadway station, located nearby, offers excellent transport links to various destinations, including the city centre and beyond. With the new Elizabeth line, residents  enjoy enhanced connectivity and shorter commute times, making this property an excellent choice for professionals and commuters.Villeroy & Boch sanitary wareVado brass wareChrome shower and glass screen to showerStorage vanity unit with marble sink surroundMirrorShaving point24 hour ConciergeLandscaped GardensGymEaling Council Tax Band:  DEPC:  BFloor:  2ndParking:  NoLift:  YesNoticePlease note we have not tested any apparatus, fixtures, fittings, or services. Interested parties must undertake their own investigation into the working order of these items. All measurements are approximate and photographs provided for guidance only.",,"['Tenure:\xa0', 'Leasehold', 'Ground rent:\xa0', '£200 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£3,500 per annum', 'Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-12942888,1 bedroom apartment for sale,https://www.onthemarket.com/details/12942888/,"The Heron, EC2Y","The Heron, EC2Y",1 bedroom apartment for sale,"£725,000",JLL - City,"
                         The Walbrook Building  25 Walbrook
London
EC4N 8AF
                        
                      ", 020 8022 7226,http://www.jll.co.uk/residential,Virtual tour,Apartment,1 bed,1 bath,,"['Tenure: Leasehold', '1 Bedroom', '1 Bathroom', '20th Floor', 'Views towards The Shard', '24 hour concierge', 'Residents gym', '0.2 mile from Moorgate Station', 'Approx. 552 sq ft (51.3 sq m)', 'Leasehold', 'EPC: C']","A stunning 1 bedroom apartment situated in the sought after development, The Heron. This luxury apartment is situated on the 20th floor and comprises of an open plan reception dining area, with views towards The Shard, contemporary dully fitted kitchen, spacious double bedroom with partitioned dressing area and fitted wardrobes, luxury bathroom, dark porcelain tiled flooring.The property has a high specification featuring comfort cooling and smart home technology including iPod docking system.The development is located in the heart of the City of London and is within easy reach of stations such as Bank (0.5 miles) and Moorgate (0.2 miles). The Heron benefits from an on-site gym, exclusive resident's club and 24 hour concierge. Offered fully furnished. We understand that heating, hot water and cooling is delivered via a communal system for which separate charges apply.Leasehold, EPC: C, Approx. 552 sq ft,",,"['Tenure:\xa0', 'Leasehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
